,ID,full_name,first_apperance,description,image
421,1009312,Galactus,12638,null,http://i.annihil.us/u/prod/marvel/i/mg/5/03/528d31a791308/portrait_incredible.jpg
422,1011384,Galia,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
423,1009313,Gambit,43498,null,http://i.annihil.us/u/prod/marvel/i/mg/a/40/52696aa8aee99/portrait_incredible.jpg
424,1011201,Gamma Corps,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
425,1010763,Gamora,43305,null,http://i.annihil.us/u/prod/marvel/i/mg/5/90/526032a2cce62/portrait_incredible.jpg
426,1017324,Gamora (Marvel War of Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5239bfe911e8e/portrait_incredible.jpg
427,1010832,Gargoyle,37192,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
428,1012513,Gargoyle (Yuri Topolov),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
429,1011380,Garia,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
430,1009383,Garrison Kane,7412,null,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/4c003e9db374b/portrait_incredible.jpg
431,1009315,Gateway,13770,null,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c003ef236e72/portrait_incredible.jpg
432,1009316,Gauntlet (Joseph Green),30885,null,http://i.annihil.us/u/prod/marvel/i/mg/7/20/535ff2a48869b/portrait_incredible.jpg
433,1011248,Geiger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/20/52740dec5e17a/portrait_incredible.jpg
434,1009556,Gene Sailors,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
435,1011285,Generation X,22085,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
436,1009317,Genesis,14220,null,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4c003eeedf93c/portrait_incredible.jpg
437,1011098,Genis-Vell,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
438,1014974,George Stacy (Ultimate),14879,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
439,1010749,Gertrude Yorkes,1979,null,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b/portrait_incredible.jpg
440,1010925,Ghost Rider (Daniel Ketch),39018,null,http://i.annihil.us/u/prod/marvel/i/mg/c/50/535feaa671cc6/portrait_incredible.jpg
441,1009318,Ghost Rider (Johnny Blaze),38524,null,http://i.annihil.us/u/prod/marvel/i/mg/3/80/52696ba1353e7/portrait_incredible.jpg
442,1017329,Ghost Rider (Marvel War of Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/5239bfd918fb5/portrait_incredible.jpg
443,1011221,Giant Girl,17621,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
444,1009320,Giant Man,40255,null,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/4ce43388b9255/portrait_incredible.jpg
445,1010720,Giant-dok,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
446,1010926,Giant-Man (Ultimate),39576,null,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00343fc70c8/portrait_incredible.jpg
447,1011055,Gideon,23514,null,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c00311236811/portrait_incredible.jpg
448,1014982,Git Hoskins,null,null,http://i.annihil.us/u/prod/marvel/i/mg/1/c0/4cd05c0c4ffad/portrait_incredible.jpg
449,1009321,Gladiator (Kallark),38642,null,http://i.annihil.us/u/prod/marvel/i/mg/9/03/52696b33b7920/portrait_incredible.jpg
450,1011256,Gladiator (Melvin Potter),null,null,http://i.annihil.us/u/prod/marvel/i/mg/f/90/4ce5a5ca49c7f/portrait_incredible.jpg
451,1009645,Glenn Talbot,7341,Major Glenn Talbot was member of United States Air Force United States Army and Hulkbusters.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
452,1011144,Glorian,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f81ea1f8/portrait_incredible.jpg
453,1009322,Goblin Queen,13780,null,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/52bc8219eb973/portrait_incredible.jpg
454,1011374,Golden Guardian,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
455,1010927,Goliath (Bill Foster),7352,null,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00343d177d6/portrait_incredible.jpg
456,1009324,Gorgon,17755,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526033e7ac8ee/portrait_incredible.jpg
457,1010731,Gorilla Man,23659,null,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c00378d65a54/portrait_incredible.jpg
458,1011076,Grandmaster,5045,null,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c0030dc410d6/portrait_incredible.jpg
459,1010702,Gravity,30885,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033d50fa1b/portrait_incredible.jpg
460,1011041,Great Lakes Avengers,1858,null,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0032387d022/portrait_incredible.jpg
461,1014985,Green Goblin (Barry Norman Osborn),null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4cd05ee55faa2/portrait_incredible.jpg
462,1010928,Green Goblin (Harry Osborn),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
463,1010929,Green Goblin (Ultimate),17213,null,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003439f081b/portrait_incredible.jpg
464,1009326,Gressill,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
465,1011420,Grey Gargoyle,41022,null,http://i.annihil.us/u/prod/marvel/i/mg/9/03/528d319931e60/portrait_incredible.jpg
466,1011292,Greymalkin,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
467,1009328,Grim Reaper,17763,null,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4c003ee8885e4/portrait_incredible.jpg
468,1010743,Groot,16191,null,http://i.annihil.us/u/prod/marvel/i/mg/3/10/526033c8b474a/portrait_incredible.jpg
469,1009330,Guardian,12679,null,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4dd531d26079c/portrait_incredible.jpg
470,1011299,Guardians of the Galaxy,20333,A group of cosmic adventurers brought together by StarLord the  Guardians of the Galaxy protect the universe from threats all  across space. The team also includes Drax Gamora Groot and Rocket  Raccoon,http://i.annihil.us/u/prod/marvel/i/mg/2/70/50febd8be6b5d/portrait_incredible.jpg
471,1009331,Guardsmen,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
472,1010709,Gunslinger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
473,1009207,GW Bridge,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
474,1009619,Gwen Stacy,37902,Peter Parkers first true love Gwen Stacy was killed during a rescue attempt by SpiderMan the guilt from which Peter has never overcome.,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ad20ab78/portrait_incredible.jpg
475,1014994,Gwen Stacy (Ultimate),38400,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
476,1011400,H.A.M.M.E.R.,27543,null,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4ce5a7675d903/portrait_incredible.jpg
477,1009332,H.E.R.B.I.E.,null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59fe9811cb/portrait_incredible.jpg
478,1011391,Hairball,36652,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
479,1009333,Half-Life (Tony Masterson),null,null,http://i.annihil.us/u/prod/marvel/i/mg/a/20/4ce59ff485b35/portrait_incredible.jpg
480,1009334,Hammerhead,6547,null,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c003ee47c207/portrait_incredible.jpg
481,1014995,Hammerhead (Ultimate),15703,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
482,1011490,Hank Pym,24348, ,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/5205305343bfd/portrait_incredible.jpg
483,1011091,Hannibal King,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
484,1009348,Happy Hogan,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4ce5a00362b2c/portrait_incredible.jpg
485,1010821,Hardball,15976,null,http://i.annihil.us/u/prod/marvel/i/mg/3/60/535ff2b245409/portrait_incredible.jpg
486,1011185,Harley Davidson Cooper,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
487,1009336,Harpoon,13751,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
488,1011069,Harrier,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/30/4c0030e7aba3e/portrait_incredible.jpg
489,1009339,Harry Heck,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
490,1009486,Harry Osborn,1409,null,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a0b3181d8/portrait_incredible.jpg
491,1011218,Harry Osborn (Ultimate),14846,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
492,1010816,Hate-Monger (Adolf Hitler),27760,null,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e/portrait_incredible.jpg
493,1009337,Havok,17701,null,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5261659ebeaf8/portrait_incredible.jpg
494,1009338,Hawkeye,43498,null,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50fecaf4f101b/portrait_incredible.jpg
495,1010808,Hawkeye (Kate Bishop),37421,null,http://i.annihil.us/u/prod/marvel/i/mg/c/10/537bad9caa831/portrait_incredible.jpg
496,1017311,Hawkeye (Marvel Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/70/5239be7020a11/portrait_incredible.jpg
497,1011131,Hawkeye (Ultimate),36129,null,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53176be145914/portrait_incredible.jpg
498,1017108,Hawkeye/Clint Barton (MAA),null,Hawkeye is an expert archer with an attitude just as ontarget as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However he refuses to let things get too serious as he has as many jokes as he does arrows,http://i.annihil.us/u/prod/marvel/i/mg/4/03/5232198a81c17/portrait_incredible.jpg
499,1011046,Hedge Knight,16224,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
500,1010351,Hellcat (Patsy Walker),17751,null,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d/portrait_incredible.jpg
501,1009340,Hellfire Club,4253,null,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659/portrait_incredible.jpg
502,1014996,Hellfire Club (Ultimate),15715,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
503,1010678,Hellion,27451,null,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4c0038ee5a898/portrait_incredible.jpg
504,1011044,Hellions (Squad),2440,null,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c00323303deb/portrait_incredible.jpg
505,1009341,Hemingway,13866,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
506,1011371,Henry Peter Gyrich,7048,null,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535fed9b1ae7f/portrait_incredible.jpg
507,1009342,Hepzibah,3631,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003eda76ac7/portrait_incredible.jpg
508,1009343,Hercules,12650,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53/portrait_incredible.jpg
509,1010759,Heroes For Hire,3203,null,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c00376a77ce0/portrait_incredible.jpg
510,1011274,Hex,null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4c002eeb6ed5e/portrait_incredible.jpg
511,1011300,High Evolutionary,16897,null,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3/portrait_incredible.jpg
512,1010839,Hindsight Lad,null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c0035d60033c/portrait_incredible.jpg
513,1010703,Hiroim,5671,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9/portrait_incredible.jpg
514,1009345,Hitman,6565,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
515,1011383,Hitomi Sakuma,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
516,1010930,Hobgoblin (Jason Macendale),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
517,1010931,Hobgoblin (Robin Borne),null,null,http://i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597/portrait_incredible.jpg
518,1009347,Hobgoblin (Roderick Kingsley),5997,null,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99/portrait_incredible.jpg
519,1009349,Holocaust (Age of Apocalypse),1489,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
520,1009350,Holy,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
521,1011428,Hope Summers,42332,null,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0/portrait_incredible.jpg
522,1009557,Howard Saint,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
523,1010373,Howard The Duck,38861,null,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce5a268adef3/portrait_incredible.jpg
524,1009351,Hulk,41112,Caught in a gamma bomb explosion while trying to save the life of a teenager Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero the angrier the Hulk gets the stronger the Hulk gets.,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0/portrait_incredible.jpg
525,1017098,Hulk (HAS),null,The Hulk is the biggest strongest smashingest hero in the Marvel Universe  the green glue that holds his crazy familylike team together. Hulk loves saving the world by smashing every alien sea creature and planet literally that tries to destroy it. He is the star of his best bud ABombs web series and just wants to show people his good intentions,http://i.annihil.us/u/prod/marvel/i/mg/d/10/5232027069e61/portrait_incredible.jpg
526,1017333,Hulk (LEGO Marvel Super Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239c399a35df/portrait_incredible.jpg
527,1011118,Hulk (Marvel Zombies),null,null,http://i.annihil.us/u/prod/marvel/i/mg/3/00/53176c115da55/portrait_incredible.jpg
528,1017303,Hulk (Marvel: Avengers Alliance),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/5239b5d891fc1/portrait_incredible.jpg
529,1011005,Hulk (Ultimate),38944,null,http://i.annihil.us/u/prod/marvel/i/mg/c/03/53176c06e3974/portrait_incredible.jpg
530,1010721,Hulk-dok,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
531,1017107,Hulk/Bruce Banner (MAA),null,Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over  feet tall and weighing  pounds its Hulks strength that makes him the strongest hero in the Marvel Universe Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers. ,http://i.annihil.us/u/prod/marvel/i/mg/0/03/523219b086a17/portrait_incredible.jpg
532,1009355,Hulkling,37421,null,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003ed070fa0/portrait_incredible.jpg
533,1010343,Human Cannonball,9281,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
534,1011415,Human Fly (Richard Deacon),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
535,1010722,Human Robot,6318,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c7c642ee254c/portrait_incredible.jpg
536,1009356,Human Torch,892,null,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917/portrait_incredible.jpg
537,1010932,Human Torch (Jim Hammond),36117,null,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c/portrait_incredible.jpg
538,1011102,Human Torch (Ultimate),23217,null,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bfb07176/portrait_incredible.jpg
539,1010675,Humbug,5848,null,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6433e79f5/portrait_incredible.jpg
540,1009357,Husk,13858,null,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003eca01988/portrait_incredible.jpg
541,1009358,Hussar,15916,null,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003ec700983/portrait_incredible.jpg
542,1009359,Hydra,2069,null,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ec4331bd/portrait_incredible.jpg
543,1009360,Hydro-Man,13146,null,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c003ec140c31/portrait_incredible.jpg
544,1009361,Hyperion (Earth-712),17534,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
545,1011246,Hypno-Hustler,35880,null,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c002ef943bbf/portrait_incredible.jpg
546,1009362,Iceman,37896,null,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/52696c836898c/portrait_incredible.jpg
547,1010933,Iceman (Ultimate),40811,null,http://i.annihil.us/u/prod/marvel/i/mg/3/70/53176e6436aa6/portrait_incredible.jpg
548,1017475,Iceman (X-Men: Battle of the Atom),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/70/52d72ac3c45f9/portrait_incredible.jpg
549,1011077,Ikaris,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4c0030d8df78e/portrait_incredible.jpg
550,1010758,Illuminati,46337,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033bb40a5e/portrait_incredible.jpg
551,1009529,Ilyana Rasputin,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
552,1011273,Imp,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4c002eee45d85/portrait_incredible.jpg
553,1011089,Imperfects,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
554,1009363,Imperial Guard,15573,null,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a0286b06bf/portrait_incredible.jpg
555,1009364,Impossible Man,39443,null,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4c003eb8e1d23/portrait_incredible.jpg
556,1011063,In-Betweener,17546,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0030f999ecb/portrait_incredible.jpg
557,1011064,Inertia,3908,null,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0030f6eab3d/portrait_incredible.jpg
558,1011146,Infant Terrible,null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f7854e02/portrait_incredible.jpg
559,1009365,Inhumans,23245,null,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/526033a73dca3/portrait_incredible.jpg
560,1011293,Ink,37491,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
561,1011024,Invaders,1357,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/539b3c2fca079/portrait_incredible.jpg
562,1009366,Invisible Woman,892,null,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6/portrait_incredible.jpg
563,1017301,Invisible Woman (Marvel: Avengers Alliance),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5239b5c4cb782/portrait_incredible.jpg
564,1010934,Invisible Woman (Ultimate),23217,null,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c00342d26fc5/portrait_incredible.jpg
565,1011379,Iron Cross Army,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
566,1011318,Iron Fist (Bei Bang-Wen),21394,null,http://i.annihil.us/u/prod/marvel/i/mg/9/20/53176ebd40ad7/portrait_incredible.jpg
567,1009367,Iron Fist (Danny Rand),43504,null,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/52616788ebc63/portrait_incredible.jpg
568,1010888,Iron Fist (Orson Randall),20689,null,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/53176e979cca2/portrait_incredible.jpg
569,1011413,Iron Fist (Quan Yaozu),24166,null,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53176e89b563e/portrait_incredible.jpg
570,1016839,Iron Fist (USM),null,"Danny is always focused yet relaxed  more Zenfocused than chill surfer dude. But when Danny turns into Iron First he becomes very rigid with perfect posture. A very YinYang character. 

Danny is THE Danny Rand  the yearold head of the giant Rand Corporation.  His wealth rivals Osborns  but youd never know it from his laid back attitude. However as Iron Fist he takes his powers very seriously. 

While Danny and Luke are best friends Danny has a special respect for SpiderMan acting as a nonjudgmental moral commentator on all of SpiderMans actions. ",http://i.annihil.us/u/prod/marvel/i/mg/6/20/52321751dffa6/portrait_incredible.jpg
571,1011412,Iron Fist (Wu Ao-Shi),15864,null,http://i.annihil.us/u/prod/marvel/i/mg/7/03/53176f05a6851/portrait_incredible.jpg
572,1010704,Iron Lad,37421,null,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c0038c9c6580/portrait_incredible.jpg
573,1009368,Iron Man,24348,Wounded captured and forced to build a weapon by his enemies billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life Tony uses his money and intelligence to make the world a safer better place as Iron Man.,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/527bb7b37ff55/portrait_incredible.jpg
574,1017320,Iron Man (Iron Man 3 - The Official Game),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5239c1408c936/portrait_incredible.jpg
575,1017294,Iron Man (LEGO Marvel Super Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5239c3cc8a259/portrait_incredible.jpg
576,1017310,Iron Man (Marvel Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5239be60a67da/portrait_incredible.jpg
577,1017326,Iron Man (Marvel War of Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/f/f0/5239bfbfeea88/portrait_incredible.jpg
578,1010935,Iron Man (Ultimate),36129,null,http://i.annihil.us/u/prod/marvel/i/mg/1/90/53176e7785d95/portrait_incredible.jpg
579,1017104,Iron Man/Tony Stark (MAA),null,Tony Stark is the genius inventorbillionairephilanthropist owner of Stark Industries. With his super hightech Iron Man suit he is practically indestructible able to fly and has a large selection of weapons to choose from  but its Tonys quick thinking and ability to adapt and improvise that make him an effective leader of the Avengers.        ,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/5232190d42df2/portrait_incredible.jpg
580,1009371,Iron Monger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
581,1009487,Iron Patriot,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
582,1009538,Iron Patriot (James Rhodes),39896,U.S. Air Force pilot and Tony Starks friend who has his own suit of Iron Man armor nicknamed War Machine.,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526035f38cd5d/portrait_incredible.jpg
583,1010844,Ironclad,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0035ccf2128/portrait_incredible.jpg
584,1009372,J. Jonah Jameson,30885,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5269582835689/portrait_incredible.jpg
585,1010736,Jack Flag,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c003787cd7e1/portrait_incredible.jpg
586,1010786,Jack Murdock,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
587,1010766,Jack O' Lantern,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
588,1011251,Jack Power,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
589,1011288,Jackal,30322,null,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/4c002e7012876/portrait_incredible.jpg
590,1011259,Jackpot,17581,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
591,1010775,James Buchanan Barnes,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
592,1010777,James Howlett,null,null,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c00374780cc6/portrait_incredible.jpg
593,1011343,Jamie Braddock,35296,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
594,1010329,Jane Foster,17498,null,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4ce5a22b0d5f1/portrait_incredible.jpg
595,1010878,"Janus, the Nega-Man",null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
596,1009597,Jasper Sitwell,17515,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
597,1011344,Jazinda,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c002e3dbc0b3/portrait_incredible.jpg
598,1009496,Jean Grey,6965,null,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4bc654cf9d0ac/portrait_incredible.jpg
599,1009327,Jean Grey,41193,null,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/528d3412090b4/portrait_incredible.jpg
600,1010946,Jean Grey (Ultimate),15770,null,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/53176f424c100/portrait_incredible.jpg
601,1009604,Jennifer Smith,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
602,1011404,Jeryn Hogarth,17258,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
603,1010667,Jessica Drew,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
604,1009378,Jessica Jones,37255,null,http://i.annihil.us/u/prod/marvel/i/mg/d/00/5390e41260345/portrait_incredible.jpg
605,1009373,Jetstream,13822,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
606,1009374,Jigsaw,6580,null,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce188192a0b6/portrait_incredible.jpg
607,1011105,Jimmy Woo,6318,Jimmy Woo is a former FBI and SHIELD agent from the s who now leads the Agents of Atlas in the present.,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0030a8ec05b/portrait_incredible.jpg
608,1009375,Joan the Mouse,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
