ID,title,issueNumber,date,series_title,series_ID,price,,,,,,
49933,X-Force (2014) #14,14,2015-01-14T00:00:00-0500,X-Force (2014 - Present),18762,3.99,,,,,,
51610,Daredevil (2014) #12 (Larroca Welcome Home Variant),12,2015-01-14T00:00:00-0500,Daredevil (2014 - Present),18457,3.99,,,,,,
51868,Guardians 3000 (2014) #4,4,2015-01-14T00:00:00-0500,Guardians 3000 (2014 - Present),19434,3.99,,,,,,
52707,Star Wars: The Original Marvel Years (Hardcover),0,2015-01-14T00:00:00-0500,Star Wars: The Original Marvel Years (2015),19719,125,,,,,,
51410,Avengers (2012) #34.2,34.2,2015-01-14T00:00:00-0500,Avengers (2012 - Present),16452,4.99,,,,,,
51240,All-New Captain America (2014) #3,3,2015-01-14T00:00:00-0500,All-New Captain America (2014 - Present),19163,3.99,,,,,,
49028,Captain Marvel (2014) #11,11,2015-01-14T00:00:00-0500,Captain Marvel (2014 - Present),18455,3.99,,,,,,
52753,Thanos Vs. Hulk (2014) #2,2,2015-01-14T00:00:00-0500,Thanos Vs. Hulk (2014 - Present),19734,3.99,,,,,,
51771,Deathlok (2014) #4 (Buckler Variant),4,2015-01-14T00:00:00-0500,Deathlok (2014 - Present),19405,3.99,,,,,,
47517,George Romero's Empire of the Dead: Act Two (2014) #5,5,2015-01-14T00:00:00-0500,George Romero's Empire of the Dead: Act Two (2014 - Present),17945,3.99,,,,,,
51413,Avengers (2012) #40 (Larroca Welcome Home Variant),40,2015-01-14T00:00:00-0500,Avengers (2012 - Present),16452,4.99,,,,,,
48394,Avengers (2012) #40,40,2015-01-14T00:00:00-0500,Avengers (2012 - Present),16452,4.99,,,,,,
51344,Amazing X-Men (2013) #15 (Larroca Welcome Home Variant),15,2015-01-14T00:00:00-0500,Amazing X-Men (2013 - Present),18142,3.99,,,,,,
52423,S.H.I.E.L.D. (2014) #2 (Ramos Variant),2,2015-01-14T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,3.99,,,,,,
51596,Rise of Incarnates (2014) #8,8,2015-01-10T00:00:00-0500,Rise of Incarnates (2014),19062,0,,,,,,
50547,Spider-Man 2099 (2014) #7,7,2015-01-07T00:00:00-0500,Spider-Man 2099 (2014 - Present),18891,3.99,,,,,,
51379,Ant-Man (2015) #1 (Movie Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
49233,Uncanny Avengers Vol. 5: Axis Prelude (Hardcover),0,2015-01-07T00:00:00-0500,Uncanny Avengers Vol. 5: Axis Prelude (2014),18515,24.99,,,,,,
51455,Avengers: No More Bullying (2015) #1 (Campion Variant),1,2015-01-07T00:00:00-0500,Avengers: No More Bullying (2015 - Present),19303,1.99,,,,,,
52903,Wolverines (2015) #1,1,2015-01-07T00:00:00-0500,Wolverines (2015 - Present),19794,3.99,,,,,,
51542,Bucky Barnes: Winter Soldier (2014) #3 (Ward Variant),3,2015-01-07T00:00:00-0500,Bucky Barnes: Winter Soldier (2014 - Present),18337,3.99,,,,,,
53090,The Punisher (2014) #14 (In Variant),14,2015-01-07T00:00:00-0500,The Punisher (2014 - Present),18572,3.99,,,,,,
52782,The Unbeatable Squirrel Girl (2015) #1 (Adams Variant),1,2015-01-07T00:00:00-0500,The Unbeatable Squirrel Girl (2015 - Present),19750,3.99,,,,,,
52909,Wolverines (2015) #1 (Howard Variant),1,2015-01-07T00:00:00-0500,Wolverines (2015 - Present),19794,3.99,,,,,,
51377,Ant-Man (2015) #1 (Samnee Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
47911,Amazing Spider-Man Vol. 2: Spider-Verse Prelude (Trade Paperback),0,2015-01-07T00:00:00-0500,Amazing Spider-Man Vol. 2: Spider-Verse Prelude (2015),18096,17.99,,,,,,
51317,Amazing Spider-Man (2014) #12 (Dell'otto Variant),12,2015-01-07T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
52224,Men of Wrath (2014) #4,4,2015-01-07T00:00:00-0500,Men of Wrath (2014 - Present),19585,3.5,,,,,,
52314,Operation: S.I.N. (2015) #1 (Hardman Variant),1,2015-01-07T00:00:00-0500,Operation: S.I.N. (2015 - Present),19616,3.99,,,,,,
52783,The Unbeatable Squirrel Girl (2015) #1 (Young Variant),1,2015-01-07T00:00:00-0500,The Unbeatable Squirrel Girl (2015 - Present),19750,3.99,,,,,,
52904,Wolverines (2015) #1 (Young Variant),1,2015-01-07T00:00:00-0500,Wolverines (2015 - Present),19794,3.99,,,,,,
49312,Iron Fist: The Living Weapon (2014) #8,8,2015-01-07T00:00:00-0500,Iron Fist: The Living Weapon (2014 - Present),18539,3.99,,,,,,
50319,Amazing Spider-Man (2014) #12 (Wamester Marvel Animation Spider-&#8203;Verse Variant),12,2015-01-07T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
53059,Ant-Man (2015) #1 (In Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
53273,Angela: Asgard's Assassin (2014) #2,2,2015-01-07T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,0,,,,,,
52940,X-Men (2013) #23,23,2015-01-07T00:00:00-0500,X-Men (2013 - Present),17635,3.99,,,,,,
48483,Bucky Barnes: Winter Soldier (2014) #3,3,2015-01-07T00:00:00-0500,Bucky Barnes: Winter Soldier (2014 - Present),18337,3.99,,,,,,
51381,Ant-Man (2015) #1 (Mcguinness Shrinking Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
51728,Death of Wolverine (Hardcover),0,2015-01-07T00:00:00-0500,Death of Wolverine (2015),19399,24.99,,,,,,
51360,Angela: Asgard's Assassin (2014) #2 (Larroca Welcome Home Variant),2,2015-01-07T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,3.99,,,,,,
51454,Avengers: No More Bullying (2015) #1,1,2015-01-07T00:00:00-0500,Avengers: No More Bullying (2015 - Present),19303,1.99,,,,,,
52715,Storm (2014) #7,7,2015-01-07T00:00:00-0500,Storm (2014 - Present),19046,3.99,,,,,,
53276,Legendary Star-Lord (2014) #7,7,2015-01-07T00:00:00-0500,Legendary Star-Lord (2014 - Present),19044,0,,,,,,
52773,The Punisher (2014) #14,14,2015-01-07T00:00:00-0500,The Punisher (2014 - Present),18572,3.99,,,,,,
52780,The Unbeatable Squirrel Girl (2015) #1,1,2015-01-07T00:00:00-0500,The Unbeatable Squirrel Girl (2015 - Present),19750,3.99,,,,,,
53077,Hulk (2014) #10 (In Variant),10,2015-01-07T00:00:00-0500,Hulk (2014 - Present),18834,3.99,,,,,,
52905,Wolverines (2015) #1 (Dell'otto Variant),1,2015-01-07T00:00:00-0500,Wolverines (2015 - Present),19794,3.99,,,,,,
51378,Ant-Man (2015) #1 (Pearson Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
52313,Operation: S.I.N. (2015) #1,1,2015-01-07T00:00:00-0500,Operation: S.I.N. (2015 - Present),19616,3.99,,,,,,
53275,Hawkeye vs Deadpool (2014) #4,4,2015-01-07T00:00:00-0500,Hawkeye vs Deadpool (2014),19074,0,,,,,,
49634,Miracleman (2014) #14,14,2015-01-07T00:00:00-0500,Miracleman (2014 - Present),18688,4.99,,,,,,
52784,The Unbeatable Squirrel Girl (2015) #1 (Oum Variant),1,2015-01-07T00:00:00-0500,The Unbeatable Squirrel Girl (2015 - Present),19750,3.99,,,,,,
52906,Wolverines (2015) #1 (Larroca Welcome Home Variant),1,2015-01-07T00:00:00-0500,Wolverines (2015 - Present),19794,3.99,,,,,,
51376,Ant-Man (2015) #1 (Young Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
53272,All-New X-Factor (2014) #19,19,2015-01-07T00:00:00-0500,All-New X-Factor (2014 - Present),18136,0,,,,,,
53056,Amazing Spider-Man (2014) #12 (In Variant),12,2015-01-07T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
52225,Men of Wrath (2014) #4 (Lapham Variant),4,2015-01-07T00:00:00-0500,Men of Wrath (2014 - Present),19585,3.5,,,,,,
52315,Operation: S.I.N. (2015) #1 (Young Variant),1,2015-01-07T00:00:00-0500,Operation: S.I.N. (2015 - Present),19616,3.99,,,,,,
51374,Ant-Man (2015) #1,1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
49706,Miracleman (2014) #14 (Peterson Variant),14,2015-01-07T00:00:00-0500,Miracleman (2014 - Present),18688,4.99,,,,,,
45811,Amazing Spider-Man (2014) #12,12,2015-01-07T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
51380,Ant-Man (2015) #1 (Larroca Welcome Home Variant),1,2015-01-07T00:00:00-0500,Ant-Man (2015 - Present),19275,4.99,,,,,,
51727,Death of Wolverine (Hardcover),0,2015-01-07T00:00:00-0500,Death of Wolverine (2015),19398,24.99,,,,,,
51359,Angela: Asgard's Assassin (2014) #2 (Choi Variant),2,2015-01-07T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,3.99,,,,,,
52203,Marvel's the Avengers (2014) #2,2,2015-01-07T00:00:00-0500,Marvel's the Avengers (2014 - Present),19576,2.99,,,,,,
50383,Hulk (2014) #10,10,2015-01-07T00:00:00-0500,Hulk (2014 - Present),18834,3.99,,,,,,
52907,Wolverines (2015) #1 (Blank Cover Variant),1,2015-01-07T00:00:00-0500,Wolverines (2015 - Present),19794,3.99,,,,,,
53274,Death of Wolverine: The Weapon X Program (2014) #5,5,2015-01-07T00:00:00-0500,Death of Wolverine: The Weapon X Program (2014 - Present),19162,0,,,,,,
52409,S.H.I.E.L.D. (2014) #1 (Schiti Young Guns Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52417,S.H.I.E.L.D. (2014) #1 (Christopher Deadpool Party Sketch Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52406,S.H.I.E.L.D. (2014) #1 (Young Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52413,S.H.I.E.L.D. (2014) #1 (Maos Photo Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
51113,S.H.I.E.L.D. (2014) #1,1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
51278,All-New Miracleman Annual (2014) #1 (Quesada Variant),1,2014-12-31T00:00:00-0500,All-New Miracleman Annual (2014 - Present),19259,4.99,,,,,,
52407,S.H.I.E.L.D. (2014) #1 (Asrar Young Guns Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52416,S.H.I.E.L.D. (2014) #1 (Pichelli Young Guns Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
51277,All-New Miracleman Annual (2014) #1 (Smith Variant),1,2014-12-31T00:00:00-0500,All-New Miracleman Annual (2014 - Present),19259,4.99,,,,,,
52414,S.H.I.E.L.D. (2014) #1 (Christopher Deadpool Party Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52408,S.H.I.E.L.D. (2014) #1 (Stegman Young Guns Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52415,S.H.I.E.L.D. (2014) #1 (Deodato Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
52410,S.H.I.E.L.D. (2014) #1 (Marquez Young Guns Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
51276,All-New Miracleman Annual (2014) #1,1,2014-12-31T00:00:00-0500,All-New Miracleman Annual (2014 - Present),19259,4.99,,,,,,
52411,S.H.I.E.L.D. (2014) #1 (Mcniven Young Guns Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
51279,All-New Miracleman Annual (2014) #1 (Quesada Sketch Variant),1,2014-12-31T00:00:00-0500,All-New Miracleman Annual (2014 - Present),19259,4.99,,,,,,
52412,S.H.I.E.L.D. (2014) #1 (Blank Cover Variant),1,2014-12-31T00:00:00-0500,S.H.I.E.L.D. (2014 - Present),19639,4.99,,,,,,
47278,Amazing Spider-Man: Who Am I? Infinite Digital Comic (2014) #9,9,2014-12-29T00:00:00-0500,Amazing Spider-Man: Who Am I? Infinite Digital Comic (2014),17834,0,,,,,,
51159,Deadpool (2012) #39,39,2014-12-24T00:00:00-0500,Deadpool (2012 - Present),16542,3.99,,,,,,
51169,Hawkeye vs Deadpool (2014) #3,3,2014-12-24T00:00:00-0500,Hawkeye vs Deadpool (2014),19074,3.99,,,,,,
50459,Cyclops (2014) #8,8,2014-12-24T00:00:00-0500,Cyclops (2014 - Present),18864,3.99,,,,,,
52178,MARVEL UNIVERSE ULTIMATE SPIDER-MAN: WEB WARRIORS (2014) #2,2,2014-12-24T00:00:00-0500,MARVEL UNIVERSE ULTIMATE SPIDER-MAN: WEB WARRIORS (2014 - Present),19563,2.99,,,,,,
51173,Nova (2013) #25,25,2014-12-24T00:00:00-0500,Nova (2013 - Present),16411,3.99,,,,,,
51158,Captain America & the Mighty Avengers (2014) #3,3,2014-12-24T00:00:00-0500,Captain America & the Mighty Avengers (2014 - Present),19160,3.99,,,,,,
51165,Captain America Vol. 5: The Tomorrow Soldier (Hardcover),0,2014-12-24T00:00:00-0500,Captain America Vol. 5: The Tomorrow Soldier (2014 - Present),19236,24.99,,,,,,
52202,Marvel's the Avengers (2014) #1,1,2014-12-24T00:00:00-0500,Marvel's the Avengers (2014 - Present),19576,2.99,,,,,,
51174,Superior Iron Man (2014) #3,3,2014-12-24T00:00:00-0500,Superior Iron Man (2014 - Present),19164,3.99,,,,,,
51172,New Avengers (2013) #28,28,2014-12-24T00:00:00-0500,New Avengers (2013 - Present),16451,3.99,,,,,,
51171,Magneto (2014) #13,13,2014-12-24T00:00:00-0500,Magneto (2014 - Present),18407,3.99,,,,,,
50361,Uncanny X-Men (2013) #29,29,2014-12-24T00:00:00-0500,Uncanny X-Men (2013 - Present),17602,3.99,,,,,,
51272,All-New Invaders (2014) #13,13,2014-12-24T00:00:00-0500,All-New Invaders (2014 - Present),18315,3.99,,,,,,
51303,All-New X-Men Annual (2014) #1 (Nguyen Variant),1,2014-12-24T00:00:00-0500,All-New X-Men Annual (2014 - Present),19237,4.99,,,,,,
49125,She-Hulk (2014) #11,11,2014-12-24T00:00:00-0500,She-Hulk (2014 - Present),18472,2.99,,,,,,
51748,Death of Wolverine: The Logan Legacy (2014) #7,7,2014-12-24T00:00:00-0500,Death of Wolverine: The Logan Legacy (2014 - Present),19083,3.99,,,,,,
47979,All-New X-Factor (2014) #18,18,2014-12-24T00:00:00-0500,All-New X-Factor (2014 - Present),18136,3.99,,,,,,
49041,Daredevil (2014) #11,11,2014-12-24T00:00:00-0500,Daredevil (2014 - Present),18457,3.99,,,,,,
50303,Secret Avengers (2014) #11,11,2014-12-24T00:00:00-0500,Secret Avengers (2014 - Present),18818,3.99,,,,,,
51170,Loki: Agent of Asgard (2014) #9,9,2014-12-24T00:00:00-0500,Loki: Agent of Asgard (2014 - Present),18340,2.99,,,,,,
51167,All-New X-Men Annual (2014) #1,1,2014-12-24T00:00:00-0500,All-New X-Men Annual (2014 - Present),19237,24.99,,,,,,
51168,Avengers & X-Men: Axis (2014) #9,9,2014-12-24T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
51769,Deathlok (2014) #3 (Deodato Variant),3,2014-12-17T00:00:00-0500,Deathlok (2014 - Present),19405,3.99,,,,,,
52160,Marvel Universe Avengers Assemble Season Two (2014) #2,2,2014-12-17T00:00:00-0500,Marvel Universe Avengers Assemble Season Two (2014),19210,2.99,,,,,,
47819,Inhuman (2014) #10,10,2014-12-17T00:00:00-0500,Inhuman (2014 - Present),18065,3.99,,,,,,
48873,Thunderbolts Vol. 5: Punisher vs Thunderbolts (Trade Paperback),0,2014-12-17T00:00:00-0500,Thunderbolts Vol. 5: Punisher vs Thunderbolts (2015),18405,24.99,,,,,,
51155,Axis: Hobgoblin (2014) #3,3,2014-12-17T00:00:00-0500,Axis: Hobgoblin (2014 - Present),19084,3.99,,,,,,
51290,All-New X-Men (2012) #34 (Jock Rr&G Variant),34,2014-12-17T00:00:00-0500,All-New X-Men (2012 - Present),16449,3.99,,,,,,
49055,Elektra (2014) #9,9,2014-12-17T00:00:00-0500,Elektra (2014 - Present),18459,3.99,,,,,,
51424,Avengers & X-Men: Axis (2014) #8 (Yu Inversion Variant),8,2014-12-17T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
51160,Death of Wolverine: The Weapon X Program (2014) #4,4,2014-12-17T00:00:00-0500,Death of Wolverine: The Weapon X Program (2014 - Present),19162,3.99,,,,,,
49027,Captain Marvel (2014) #10,10,2014-12-17T00:00:00-0500,Captain Marvel (2014 - Present),18455,4.99,,,,,,
50607,Avengers & X-Men: Axis (2014) #8,8,2014-12-17T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
51519,Axis: Revolutions (2014) #4,4,2014-12-17T00:00:00-0500,Axis: Revolutions (2014),19086,3.99,,,,,,
49086,Moon Knight (2014) #10,10,2014-12-17T00:00:00-0500,Moon Knight (2014 - Present),18467,3.99,,,,,,
51768,Deathlok (2014) #3,3,2014-12-17T00:00:00-0500,Deathlok (2014 - Present),19405,3.99,,,,,,
51437,Avengers Now! (2014) #1,1,2014-12-17T00:00:00-0500,Avengers Now! (2014 - Present),19294,4.99,,,,,,
49209,Miles Morales: Ultimate Spider-Man (2014) #8,8,2014-12-17T00:00:00-0500,Miles Morales: Ultimate Spider-Man (2014 - Present),18508,3.99,,,,,,
50562,Spider-Woman (2014) #2,2,2014-12-17T00:00:00-0500,Spider-Woman (2014 - Present),18894,3.99,,,,,,
49098,Ms. Marvel (2014) #10,10,2014-12-17T00:00:00-0500,Ms. Marvel (2014 - 2015),18468,2.99,,,,,,
50538,Scarlet Spiders (2014) #2,2,2014-12-17T00:00:00-0500,Scarlet Spiders (2014 - Present),18889,3.99,,,,,,
51289,All-New X-Men (2012) #34,34,2014-12-17T00:00:00-0500,All-New X-Men (2012 - Present),16449,3.99,,,,,,
51425,Avengers & X-Men: Axis (2014) #8 (Deodato Variant),8,2014-12-17T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
51162,Fantastic Four (2014) #14,14,2014-12-17T00:00:00-0500,Fantastic Four (2014 - Present),18700,3.99,,,,,,
51531,Black Widow (2014) #13,13,2014-12-17T00:00:00-0500,Black Widow (2014 - Present),18138,3.99,,,,,,
51238,All-New Captain America (2014) #2,2,2014-12-17T00:00:00-0500,All-New Captain America (2014 - Present),19163,3.99,,,,,,
51444,Avengers World (2014) #16,16,2014-12-10T00:00:00-0500,Avengers World (2014 - Present),18398,3.99,,,,,,
52545,Spider-Man & the X-Men (2014) #1 (Bengal Variant),1,2014-12-10T00:00:00-0500,Spider-Man & the X-Men (2014 - Present),19676,3.99,,,,,,
50687,Deadpool's Art of War (2014) #3,3,2014-12-10T00:00:00-0500,Deadpool's Art of War (2014 - Present),18978,3.99,,,,,,
48092,Marvel Masterworks: The Mighty Thor (Hardcover),0,2014-12-10T00:00:00-0500,Marvel Masterworks: The Mighty Thor (2014),18177,69.99,,,,,,
51914,Guardians of the Galaxy Annual (2014) #1 (Doe Variant),1,2014-12-10T00:00:00-0500,Guardians of the Galaxy Annual (2014 - Present),18897,4.99,,,,,,
51423,Avengers & X-Men: Axis (2014) #7 (Stegman Young Guns Variant),7,2014-12-10T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
52812,Thor (2014) #3,3,2014-12-10T00:00:00-0500,Thor (2014 - Present),19759,3.99,,,,,,
50586,Amazing Spider-Man Annual (2014) #1,1,2014-12-10T00:00:00-0500,Amazing Spider-Man Annual (2014 - Present),18900,4.99,,,,,,
49932,X-Force (2014) #13,13,2014-12-10T00:00:00-0500,X-Force (2014 - Present),18762,3.99,,,,,,
52885,Uncanny X-Men Annual (2014) #1 (Nguyen Variant),1,2014-12-10T00:00:00-0500,Uncanny X-Men Annual (2014 - Present),19235,4.99,,,,,,
50318,Amazing Spider-Man (2014) #11 (Wamester Marvel Animation Spider-&#8203;Verse Variant),11,2014-12-10T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
52542,Spider-Man & the X-Men (2014) #1,1,2014-12-10T00:00:00-0500,Spider-Man & the X-Men (2014 - Present),19676,3.99,,,,,,
50443,Mighty Avengers Vol. 3: Original Sin - Not Your Father's Avengers (Trade Paperback),0,2014-12-10T00:00:00-0500,Mighty Avengers Vol. 3: Original Sin - Not Your Father's Avengers (2014),18860,14.99,,,,,,
48091,Marvel Masterworks: The Mighty Thor (Hardcover),0,2014-12-10T00:00:00-0500,Marvel Masterworks: The Mighty Thor (2014),18176,69.99,,,,,,
52544,Spider-Man & the X-Men (2014) #1 (Young Variant),1,2014-12-10T00:00:00-0500,Spider-Man & the X-Men (2014 - Present),19676,3.99,,,,,,
50579,Guardians of the Galaxy Annual (2014) #1,1,2014-12-10T00:00:00-0500,Guardians of the Galaxy Annual (2014 - Present),18897,4.99,,,,,,
50206,Savage Hulk (Trade Paperback),0,2014-12-10T00:00:00-0500,Savage Hulk (2015),18804,17.99,,,,,,
51511,Axis: Carnage (2014) #3,3,2014-12-10T00:00:00-0500,Axis: Carnage (2014 - Present),19085,3.99,,,,,,
51422,Avengers & X-Men: Axis (2014) #7 (Land Inversion Variant),7,2014-12-10T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
48300,Wolverine Epic Collection: Madripoor Nights (Trade Paperback),0,2014-12-10T00:00:00-0500,Wolverine Epic Collection: Madripoor Nights (2014),18304,34.99,,,,,,
47516,George Romero's Empire of the Dead: Act Two (2014) #4,4,2014-12-10T00:00:00-0500,George Romero's Empire of the Dead: Act Two (2014 - Present),17945,3.99,,,,,,
49267,All-New Ultimates (2014) #11,11,2014-12-10T00:00:00-0500,All-New Ultimates (2014 - Present),18524,3.99,,,,,,
51147,Amazing X-Men (2013) #14,14,2014-12-10T00:00:00-0500,Amazing X-Men (2013 - Present),18142,3.99,,,,,,
51150,Rocket Raccoon (2014) #6,6,2014-12-10T00:00:00-0500,Rocket Raccoon (2014 - Present),18806,3.99,,,,,,
45810,Amazing Spider-Man (2014) #11,11,2014-12-10T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
52813,Thor (2014) #3 (Harren Variant),3,2014-12-10T00:00:00-0500,Thor (2014 - Present),19759,3.99,,,,,,
50606,Avengers & X-Men: Axis (2014) #7,7,2014-12-10T00:00:00-0500,Avengers & X-Men: Axis (2014),18904,3.99,,,,,,
50505,Nightcrawler (2014) #9,9,2014-12-10T00:00:00-0500,Nightcrawler (2014 - Present),18875,3.99,,,,,,
52884,Uncanny X-Men Annual (2014) #1,1,2014-12-10T00:00:00-0500,Uncanny X-Men Annual (2014 - Present),19235,4.99,,,,,,
51316,Amazing Spider-Man (2014) #11 (Dell'otto Variant),11,2014-12-10T00:00:00-0500,Amazing Spider-Man (2014 - Present),17285,3.99,,,,,,
51746,Death of Wolverine: The Logan Legacy (2014) #6,6,2014-12-10T00:00:00-0500,Death of Wolverine: The Logan Legacy (2014 - Present),19083,3.99,,,,,,
51334,Amazing Spider-Man Annual (2014) #1 (Bianchi Variant),1,2014-12-10T00:00:00-0500,Amazing Spider-Man Annual (2014 - Present),18900,4.99,,,,,,
50556,Spider-Verse Team-Up (2014) #2,2,2014-12-10T00:00:00-0500,Spider-Verse Team-Up (2014 - Present),18893,3.99,,,,,,
48393,Avengers (2012) #39,39,2014-12-10T00:00:00-0500,Avengers (2012 - Present),16452,3.99,,,,,,
52939,X-Men (2013) #22,22,2014-12-10T00:00:00-0500,X-Men (2013 - Present),17635,3.99,,,,,,
52772,The Punisher (2014) #13,13,2014-12-10T00:00:00-0500,The Punisher (2014 - Present),18572,3.99,,,,,,
52222,Men of Wrath (2014) #3,3,2014-12-03T00:00:00-0500,Men of Wrath (2014 - Present),19585,3.5,,,,,,
51352,Angela: Asgard's Assassin (2014) #1,1,2014-12-03T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,3.99,,,,,,
52962,X-Men: Inferno Prologue (Hardcover),0,2014-12-03T00:00:00-0500,X-Men: Inferno Prologue (2014),19811,125,,,,,,
47978,All-New X-Factor (2014) #17,17,2014-12-03T00:00:00-0500,All-New X-Factor (2014 - Present),18136,3.99,,,,,,
51141,Legendary Star-Lord (2014) #6,6,2014-12-03T00:00:00-0500,Legendary Star-Lord (2014 - Present),19044,0,,,,,,
51355,Angela: Asgard's Assassin (2014) #1 (Jimenez Variant),1,2014-12-03T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,3.99,,,,,,
50344,Invaders Classic: The Complete Collection Vol. 2 (Trade Paperback),0,2014-12-03T00:00:00-0500,Invaders Classic: The Complete Collection Vol. 2 (2014),18832,39.99,,,,,,
50382,Hulk (2014) #9,9,2014-12-03T00:00:00-0500,Hulk (2014 - Present),18834,3.99,,,,,,
51140,Guardians 3000 (2014) #3,3,2014-12-03T00:00:00-0500,Guardians 3000 (2014 - Present),19434,0,,,,,,
51138,"Captain America: Peggy Carter, Agent of S.H.I.E.L.D. (2014) #1",1,2014-12-03T00:00:00-0500,"Captain America: Peggy Carter, Agent of S.H.I.E.L.D. (2014)",19232,0,,,,
51136,Thanos Vs. Hulk (2014) #1,1,2014-12-03T00:00:00-0500,Thanos Vs. Hulk (2014 - Present),19734,0,,,,,,
51566,Captain America: The Trial of Captain America (Hardcover),0,2014-12-03T00:00:00-0500,Captain America: The Trial of Captain America (2014),19347,99.99,,,,,,
49311,Iron Fist: The Living Weapon (2014) #7,7,2014-12-03T00:00:00-0500,Iron Fist: The Living Weapon (2014 - Present),18539,3.99,,,,,,
51143,Deadpool (2012) #38,38,2014-12-03T00:00:00-0500,Deadpool (2012 - Present),16542,0,,,,,,
52752,Thanos Vs. Hulk (2014) #1 (Lim Variant),1,2014-12-03T00:00:00-0500,Thanos Vs. Hulk (2014 - Present),19734,3.99,,,,,,
52976,Young Avengers by Kieron Gillen & Jamie Mckelvie (Hardcover),0,2014-12-03T00:00:00-0500,Young Avengers by Kieron Gillen & Jamie Mckelvie (2014),19816,49.99,,,,,,
52223,Men of Wrath (2014) #3 (Harris Variant),3,2014-12-03T00:00:00-0500,Men of Wrath (2014 - Present),19585,3.5,,,,,,
51354,Angela: Asgard's Assassin (2014) #1 (Young Variant),1,2014-12-03T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,3.99,,,,,,
48699,CAPTAIN AMERICA VOL. 3: LOOSE NUKE  (Trade Paperback),0,2014-12-03T00:00:00-0500,CAPTAIN AMERICA VOL. 3: LOOSE NUKE  (2014),18366,19.99,,,,,,
51867,Guardians 3000 (2014) #3 (Sandoval Variant),3,2014-12-03T00:00:00-0500,Guardians 3000 (2014 - Present),19434,3.99,,,,,,
51137,Axis: Revolutions (2014) #3,3,2014-12-03T00:00:00-0500,Axis: Revolutions (2014),19086,0,,,,,,
51356,Angela: Asgard's Assassin (2014) #1 (Quesada Design Variant),1,2014-12-03T00:00:00-0500,Angela: Asgard's Assassin (2014 - Present),19271,3.99,,,,,,
