character,ability_type
James Howlett (Earth-12),Gestalt_Characters
James Howlett (Earth-12025),Gestalt_Characters
James Howlett (Earth-12131),Gestalt_Characters
James Howlett (Earth-1298),Gestalt_Characters
James Howlett (Earth-13133),Gestalt_Characters
James Howlett (Earth-1610),Gestalt_Characters
James Howlett (Earth-199406),Gestalt_Characters
James Howlett (Earth-2149),Gestalt_Characters
James Howlett (Earth-2182),Gestalt_Characters
James Howlett (Earth-21993),Gestalt_Characters
James Howlett (Earth-24133),Gestalt_Characters
James Howlett (Earth-295),Gestalt_Characters
James Howlett (Earth-33900),Gestalt_Characters
James Howlett (Earth-3470),Gestalt_Characters
James Howlett (Earth-34922),Gestalt_Characters
James Howlett (Earth-50701),Gestalt_Characters
James Howlett (Earth-5631),Gestalt_Characters
James Howlett (Earth-5700),Gestalt_Characters
James Howlett (Earth-58163),Gestalt_Characters
James Howlett (Earth-600123),Gestalt_Characters
James Howlett (Earth-616),Gestalt_Characters
James Howlett (Earth-6195),Gestalt_Characters
James Howlett (Earth-70105),Gestalt_Characters
James Howlett (Earth-807128),Gestalt_Characters
James Howlett (Earth-81156),Gestalt_Characters
James Howlett (Earth-8545),Gestalt_Characters
James Howlett (Earth-900),Gestalt_Characters
James Howlett (Earth-90411),Gestalt_Characters
James Howlett (Earth-90816),Gestalt_Characters
James Howlett (Earth-91119),Gestalt_Characters
James Howlett (Earth-94831),Gestalt_Characters
James Howlett (Earth-97193),Gestalt_Characters
James Howlett (Earth-97799),Gestalt_Characters
James Howlett (Earth-9811),Gestalt_Characters
James Howlett (Earth-98193),Gestalt_Characters
James Howlett (Earth-9997),Gestalt_Characters
James Howlett (Earth-BWXP),Gestalt_Characters
James Howlett (Earth-TRN064),Gestalt_Characters
James Howlett (Earth-TRN414),Gestalt_Characters
James Howlett (Earth-TRN416),Gestalt_Characters
James Howlett (Earth-TRN417),Gestalt_Characters
James Howlett (Earth-TRN517),Gestalt_Characters
James Howlett (Earth-TRN533),Gestalt_Characters
James Howlett (Mojoverse),Gestalt_Characters
James Howlett (Onslaught Reborn) (Earth-616),Gestalt_Characters
James Hudson Jr. (Earth-1610),Gestalt_Characters
James Madrox (Cortex) (Earth-616),Gestalt_Characters
Jarko Grimwood (Earth-26320),Gestalt_Characters
Jazinda Kl'rt-Spawn (Earth-616),Gestalt_Characters
Jennifer LeBeau (Earth-9602),Gestalt_Characters
Jennifer Walters (Earth-20051),Gestalt_Characters
Jennifer Walters (Earth-616),Gestalt_Characters
Jennifer Walters (Earth-91119),Gestalt_Characters
Jenny (Dead Girl) (Earth-616),Gestalt_Characters
Johann Schmidt (Earth-12041),Gestalt_Characters
Johann Shmidt (Earth-59662),Gestalt_Characters
John Eisenhart (Earth-928),Gestalt_Characters
John Falsworth (Earth-616),Gestalt_Characters
John Greycrow (Earth-161),Gestalt_Characters
John Greycrow (Earth-616),Gestalt_Characters
"John Howlett, Jr. (Earth-4011)",Gestalt_Characters
John Jonah Jameson III (Earth-616),Gestalt_Characters
John Jones (Earth-9602),Gestalt_Characters
Johnathon Blaze (Earth-616),Gestalt_Characters
Johnathon Blaze (Earth-91119),Gestalt_Characters
Jolen (Earth-616),Gestalt_Characters
Jonathan Garrett (Earth-616),Gestalt_Characters
Jonathan Hart (Earth-616),Gestalt_Characters
Jonathan Martin (Earth-93060),Gestalt_Characters
Jonathan Richards (Earth-967),Gestalt_Characters
Joshua Foley (Earth-616),Gestalt_Characters
Joshua Guthrie (Earth-616),Gestalt_Characters
Jubilation Lee (Earth-13729),Gestalt_Characters
Jubilation Lee (Earth-616),Gestalt_Characters
Julia Cornwall (Earth-616),Gestalt_Characters
Kallark (Earth-616),Gestalt_Characters
Karima Shapandar (Earth-616),Gestalt_Characters
Kendall Logan (Earth-9811),Gestalt_Characters
Kenji Uedo (Earth-11022),Gestalt_Characters
Kenji Uedo (Earth-616),Gestalt_Characters
Kevin Green (Earth-93060),Gestalt_Characters
Adrian Defoe (Earth-616),Goo_Body
Alex (Inferno Baby) (Earth-616),Goo_Body
Blunderbuss (Earth-58163),Goo_Body
Carlo Brewster (Earth-616),Goo_Body
Cell (Earth-616),Goo_Body
George Blair (Earth-616),Goo_Body
Marshall Stone III (Earth-616),Goo_Body
Phosphorus (Element) (Earth-616),Goo_Body
Rebecca Ryan (Earth-616),Goo_Body
Robert (Mutant) (Earth-616),Goo_Body
Robert Herman (Earth-10005),Goo_Body
Robert Herman (Earth-1610),Goo_Body
Robert Herman (Earth-4400),Goo_Body
Robert Herman (Earth-616),Goo_Body
Robert Herman (Earth-TRN533),Goo_Body
Sack (Earth-616),Goo_Body
Stan Finch (Earth-616),Goo_Body
Superhuman Durability,Goo_Body
Gel Manifestation,Goo_Body
Characters by Physical Features,Goo_Body
Alexander Power (Earth-199606),Gravitikinesis
Alexander Power (Earth-616),Gravitikinesis
Alexander Power (Earth-BW08),Gravitikinesis
Arthur Benway (Earth-148611),Gravitikinesis
Azimuth (Marauders) (Earth-616),Gravitikinesis
Bubbles (Earth-905),Gravitikinesis
Cole Wittman (Earth-616),Gravitikinesis
Cooper Roth (Earth-616),Gravitikinesis
Devin Touhy (Earth-616),Gravitikinesis
Elliot Boggs (Earth-1610),Gravitikinesis
Erik Lehnsherr (Earth-91119),Gravitikinesis
Erik Magnus (Earth-9602),Gravitikinesis
Francine Power (Earth-84309),Gravitikinesis
Franklin Dukes (Earth-1610),Gravitikinesis
Franklin Hall (Earth-616),Gravitikinesis
Franklin Hall (Earth-8096),Gravitikinesis
Frederick Dukes (Earth-1036),Gravitikinesis
Frederick Dukes (Earth-12131),Gravitikinesis
Frederick Dukes (Earth-295),Gravitikinesis
Frederick Dukes (Earth-5701),Gravitikinesis
Frederick Dukes (Earth-616),Gravitikinesis
Gloria Muñoz (Earth-616),Gravitikinesis
Greg Willis (Earth-13017),Gravitikinesis
Greg Willis (Earth-616),Gravitikinesis
Gudrun Tyburn (Earth-616),Gravitikinesis
Hans Lehnsherr (Earth-9602),Gravitikinesis
Harry Leland (Earth-77995),Gravitikinesis
Harry Leland (Earth-913),Gravitikinesis
Harry Leland (Earth-92131),Gravitikinesis
Helio (Earth-616),Gravitikinesis
Jonathan Richards (Earth-967),Gravitikinesis
Karla Sofen (Earth-616),Gravitikinesis
Khoryphos (Earth-616),Gravitikinesis
Kuan-Yin Xorn (Earth-616),Gravitikinesis
Louis Hamilton (Earth-616),Gravitikinesis
Mandarin's Rings,Gravitikinesis
Manuel Vicente (Earth-616),Gravitikinesis
Max Eisenhardt (Earth-616),Gravitikinesis
Max Eisenhardt (Earth-TRN416),Gravitikinesis
Mjolnir,Gravitikinesis
Ned Lathrop (Earth-616),Gravitikinesis
Nicholas Fury (Earth-6109),Gravitikinesis
Norrin Radd (Earth-616),Gravitikinesis
Norrin Radd (Earth-91119),Gravitikinesis
Perro (Earth-616),Gravitikinesis
Peter Parker (Peter Ross) (Earth-9602),Gravitikinesis
Red Shift (Earth-616),Gravitikinesis
Richard Rider (Earth-616),Gravitikinesis
Richard Rider (Earth-91119),Gravitikinesis
Rory Destine (Earth-616),Gravitikinesis
Sasha Roerich (Earth-616),Gravitikinesis
Shen Xorn (Earth-616),Gravitikinesis
Shevaun Haldane (Earth-616),Gravitikinesis
Spoilsport (Earth-616),Gravitikinesis
Temugin (Earth-616),Gravitikinesis
The Wizard (Earth-311),Gravitikinesis
Theodore Allan (Earth-1610),Gravitikinesis
Triserinak (Earth-9602),Gravitikinesis
Ultron (Earth-616),Gravitikinesis
Wizard's Wonder Gloves,Gravitikinesis
Omega Level Healers,Healers
Absolon Mercator (Earth-616),Healers
Agamotto (Earth-616),Healers
Albert Destine (Earth-616),Healers
Anastasia Inyushin (Earth-148611),Healers
Angela Cairn (Earth-616),Healers
Anna Raven (Earth-1009),Healers
Anti-Venom (Symbiote) (Earth-91119),Healers
Asclepius (Earth-616),Healers
Ash Minnick (Earth-616),Healers
Blackheart (Earth-616),Healers
Bux (Earth-616),Healers
Carlos LaMuerto (Earth-616),Healers
Cecilia Reyes (Earth-BWXP),Healers
Christopher Muse (Earth-616),Healers
Christopher Muse (Earth-BWXP),Healers
Christopher Muse (Earth-TRN421),Healers
Christopher Muse (Earth-TRN533),Healers
Claire Voyant (Earth-616),Healers
Darrell Tanaka (Earth-92131),Healers
Edward Brock (Earth-91119),Healers
Eric Gitter (Earth-616),Healers
Ethan Edwards (Earth-616),Healers
Exogenesis,Healers
Faiza Hussain (Earth-61112),Healers
Franco Fibbri (Earth-616),Healers
Gaea (Earth-616),Healers
Galactus (Earth-616),Healers
Healer (Earth-616),Healers
Healer (Earth-7964),Healers
Jonathan Richards (Earth-967),Healers
Joshua Foley (Earth-616),Healers
Kalikya (Earth-616),Healers
Karl Mordo (Earth-791218),Healers
Kuan-Yin Xorn (Earth-616),Healers
Kuhrra Daizonest (Earth-616),Healers
Layla Miller (Earth-616),Healers
Linda Carter (Earth-616),Healers
Linda Carter (Earth-9997),Healers
Lionel Jeffries (Earth-58163),Healers
Lionel Jeffries (Earth-616),Healers
Lysander Bloodseed (Earth-616),Healers
Madelyne Pryor (Earth-616),Healers
Mageth (Earth-616),Healers
Marc Dale (Earth-616),Healers
Marcus Arlington III (Earth-616),Healers
Maria DeLorentti (Earth-93060),Healers
Mark Cadmon (Earth-616),Healers
Mary Richards (Earth-91112),Healers
Mephisto (Earth-7910),Healers
Michael (Children of Heaven) (Earth-616),Healers
Michael Twoyoungmen (Earth-616),Healers
Miranda Leevald (Earth-616),Healers
Miranda Leevald (Earth-BWXP),Healers
Mister Negative (Earth-616),Healers
Morgan le Fay (Earth-616),Healers
Nicodemus West (Earth-616),Healers
Nightingale (Earth-616),Healers
Norrin Radd (Earth-616),Healers
Paco Perez (Earth-616),Healers
Persephone (Olympian) (Earth-616),Healers
Phoebus Apollo (Earth-616),Healers
Poseidon Aegaeus (Earth-616),Healers
Prometheus (Earth-616),Healers
Ruth Bat-Seraph (Earth-616),Healers
Saint Anna (Anna) (Earth-616),Healers
Salvé (Earth-1191),Healers
Seer (Earth-616),Healers
Sister Salvation (Earth-616),Healers
Slough (Earth-616),Healers
Stephanie Harrington (Earth-15731),Healers
Stephanie Lindquist (Earth-148611),Healers
Stephen Strange (Earth-11127),Healers
Stephen Strange (Earth-24133),Healers
Stephen Strange (Earth-2772),Healers
Stephen Strange (Earth-616),Healers
Stephen Strange (Earth-91119),Healers
Thane (Thanos' son) (Earth-616),Healers
Topaz (Earth-616),Healers
Vivatma Visvajit (Earth-616),Healers
Warren Worthington III (Earth-616),Healers
Warren Worthington III (Earth-91119),Healers
William Kaplan (Earth-616),Healers
Xa (Earth-616),Healers
Xi'an Chi Xan (Earth-928),Healers
Yuri (Rasputin) (Earth-616),Healers
Zarda (Earth-31916),Healers
Zsaji (Earth-616),Healers
Aerika Harkness (Earth-982),Hydrokinesis
Ananym (Earth-616),Hydrokinesis
Arthur McKenzie (Earth-9602),Hydrokinesis
Augustus Roman (Earth-BW08),Hydrokinesis
Austin Deprez (Earth-616),Hydrokinesis
Bloodtide (Atlantean) (Earth-616),Hydrokinesis
Bridget O'Hare (Earth-616),Hydrokinesis
Calvin Rankin (Earth-58163),Hydrokinesis
Carl Aalston (Earth-616),Hydrokinesis
Chynae (Earth-616),Hydrokinesis
Crystalia Amaquelin (Earth-105709),Hydrokinesis
Crystalia Amaquelin (Earth-14026),Hydrokinesis
Crystalia Amaquelin (Earth-1610),Hydrokinesis
Crystalia Amaquelin (Earth-2149),Hydrokinesis
Crystalia Amaquelin (Earth-2301),Hydrokinesis
Crystalia Amaquelin (Earth-42777),Hydrokinesis
Crystalia Amaquelin (Earth-534834),Hydrokinesis
Crystalia Amaquelin (Earth-5692),Hydrokinesis
Crystalia Amaquelin (Earth-616),Hydrokinesis
Crystalia Amaquelin (Earth-772),Hydrokinesis
Crystalia Amaquelin (Earth-91126),Hydrokinesis
Crystalia Amaquelin (Earth-92164),Hydrokinesis
Crystalia Amaquelin (Earth-98),Hydrokinesis
Crystalia Amaquelin (Earth-9997),Hydrokinesis
Dancing Water (Earth-616),Hydrokinesis
David Banner (Earth-400083),Hydrokinesis
David Castiglione (Earth-93060),Hydrokinesis
Dormammu (Earth-2772),Hydrokinesis
Dream Crystal (Earth-9602),Hydrokinesis
Faira Sar Namora (Earth-616),Hydrokinesis
Gaea (Earth-616),Hydrokinesis
High Tide (Earth-9511),Hydrokinesis
Hiro Sokuto (Earth-616),Hydrokinesis
Hiro-Kala (Earth-616),Hydrokinesis
Hydron (Salem's Seven) (Earth-616),Hydrokinesis
Hydron (Salem's Seven) (Earth-9997),Hydrokinesis
Imo Miri (Earth-616),Hydrokinesis
Jennifer Pearson (Earth-93060),Hydrokinesis
Jericho Drumm (Earth-616),Hydrokinesis
John Lopez (Earth-616),Hydrokinesis
Kaluu (Earth-616),Hydrokinesis
Marrina Smallwood (Earth-616),Hydrokinesis
Mary Jane Watson (Clone) (Earth-92131),Hydrokinesis
Meggan Puceanu (Earth-616),Hydrokinesis
Michael Asher (Earth-616),Hydrokinesis
Modred (Earth-616),Hydrokinesis
Morris Bench (Earth-616),Hydrokinesis
Morris Bench (Earth-92131),Hydrokinesis
Morris Bench (Earth-TRN160),Hydrokinesis
Naiad (Earth-93060),Hydrokinesis
Namor (Earth-1610),Hydrokinesis
Namor McKenzie (Earth-2301),Hydrokinesis
Namor McKenzie (Earth-616),Hydrokinesis
Njord Burison (Earth-616),Hydrokinesis
Ocean (Earth-616),Hydrokinesis
Ororo Munroe (Bio-Synth) (Earth-161),Hydrokinesis
Ororo Munroe (Earth-10011),Hydrokinesis
Ororo Munroe (Earth-1031),Hydrokinesis
Ororo Munroe (Earth-121193),Hydrokinesis
Ororo Munroe (Earth-1298),Hydrokinesis
Ororo Munroe (Earth-1610),Hydrokinesis
Ororo Munroe (Earth-23378),Hydrokinesis
Ororo Munroe (Earth-32000),Hydrokinesis
Ororo Munroe (Earth-616),Hydrokinesis
Ororo Munroe (Earth-8107),Hydrokinesis
Ororo Munroe (Earth-8649),Hydrokinesis
Ororo Munroe (Earth-904),Hydrokinesis
Ororo Munroe (Earth-92131),Hydrokinesis
Ororo Munroe (Earth-BW08),Hydrokinesis
Ororo Munroe (Earth-BWXP),Hydrokinesis
Ororo of Themyscira (Earth-9602),Hydrokinesis
Oshun (Santerians) (Earth-616),Hydrokinesis
Peter van Zante (Earth-616),Hydrokinesis
Porous (Earth-616),Hydrokinesis
Poseidon Aegaeus (Earth-616),Hydrokinesis
Quench (Habit Heroes) (Earth-616),Hydrokinesis
Quetzalcoatl (Earth-616),Hydrokinesis
Reed Richards (Earth-98630),Hydrokinesis
Robert Drake (Earth-110),Hydrokinesis
Robert Drake (Earth-1298),Hydrokinesis
Robert Drake (Earth-1983),Hydrokinesis
Robert Drake (Earth-21993),Hydrokinesis
Robert Drake (Earth-616),Hydrokinesis
Robert Drake (Earth-7964),Hydrokinesis
Robert Drake (Earth-8107),Hydrokinesis
Robert Drake (Earth-8910),Hydrokinesis
Robert Drake (Earth-91119),Hydrokinesis
Robert Drake (Earth-BW08),Hydrokinesis
Roger Norvell (Earth-616),Hydrokinesis
Sangre (Children of the Vault) (Earth-616),Hydrokinesis
Skagg (Earth-616),Hydrokinesis
Stephen Strange (Earth-2772),Hydrokinesis
Thor Odinson (Earth-12131),Hydrokinesis
Thor Odinson (Earth-616),Hydrokinesis
Tora Drake (Earth-9602),Hydrokinesis
Triton (Clone) (Earth-295),Hydrokinesis
Tucker (mutant) (Earth-616),Hydrokinesis
Undertow (Surf) (Earth-616),Hydrokinesis
Victor von Doom (Earth-1720),Hydrokinesis
Victor von Doom (Earth-812145),Hydrokinesis
Wanda Zatara (Earth-9602),Hydrokinesis
Water (Earth-7122),Hydrokinesis
Water (Elementals) (Earth-616),Hydrokinesis
Water Witch (Earth-616),Hydrokinesis
William Read (Earth-616),Hydrokinesis
Photographic Memory,Hypercognitive
Aaron Nicholson (Earth-616),Hypercognitive
Anthony Masters (Earth-1610),Hypercognitive
Brainchild (Earth-616),Hypercognitive
Bullseye (Lester) (Earth-616),Hypercognitive
Bullseye (Lester) (Earth-91119),Hypercognitive
Burt Corrigan (Earth-616),Hypercognitive
Changeling (Earth-616),Hypercognitive
Flagstone (Earth-616),Hypercognitive
Gaveedra Seven (Mojoverse),Hypercognitive
George Tarleton (Earth-12131),Hypercognitive
George Tarleton (Earth-616),Hypercognitive
Ghaur (Earth-616),Hypercognitive
Harold Stanch (Earth-616),Hypercognitive
Harvey Schlemerman (Earth-616),Hypercognitive
Jeanne Foucault (Earth-616),Hypercognitive
Koriand'ru (Earth-9602),Hypercognitive
Lobe (Earth-616),Hypercognitive
Maya Lopez (Earth-616),Hypercognitive
Mentac (Earth-616),Hypercognitive
Nicholas Rutledge (Earth-616),Hypercognitive
Nightfighter (Earth-253),Hypercognitive
Noah Black (Earth-616),Hypercognitive
Sage (Earth-616),Hypercognitive
Sureshot (Earth-1191),Hypercognitive
Tony Masters (Earth-12041),Hypercognitive
Tony Masters (Earth-616),Hypercognitive
William Knoblach (Earth-616),Hypercognitive
Ai Apaec (Earth-616),Hyperosmia
Akihiro (Earth-616),Hyperosmia
Alexei Kravinoff (Earth-616),Hyperosmia
Callisto (Earth-616),Hyperosmia
Creed Quinn (Earth-9602),Hyperosmia
Duc No Tranh (Earth-616),Hyperosmia
Eduardo Lobo (Earth-616),Hyperosmia
Edward Whelan (Earth-616),Hyperosmia
Fera (Earth-616),Hyperosmia
Greer Grant (Earth-20051),Hyperosmia
Greer Grant (Earth-2149),Hyperosmia
Greer Grant (Earth-2301),Hyperosmia
Greer Grant (Earth-398),Hyperosmia
Greer Grant (Earth-4321),Hyperosmia
Greer Grant (Earth-58163),Hyperosmia
Greer Grant (Earth-616),Hyperosmia
Greer Grant (Earth-70105),Hyperosmia
Greer Grant (Earth-730834),Hyperosmia
Greer Grant (Earth-82101),Hyperosmia
Greer Grant (Earth-8720),Hyperosmia
Greer Grant (Earth-9511),Hyperosmia
Henry McCoy (Earth-1031),Hyperosmia
Henry McCoy (Earth-10330),Hyperosmia
Henry McCoy (Earth-1036),Hyperosmia
Henry McCoy (Earth-1038),Hyperosmia
Henry McCoy (Earth-12),Hyperosmia
Henry McCoy (Earth-121193),Hyperosmia
Henry McCoy (Earth-1298),Hyperosmia
Henry McCoy (Earth-15104),Hyperosmia
Henry McCoy (Earth-161),Hyperosmia
Henry McCoy (Earth-1610),Hyperosmia
Henry McCoy (Earth-20051),Hyperosmia
Henry McCoy (Earth-2122),Hyperosmia
Henry McCoy (Earth-21993),Hyperosmia
Henry McCoy (Earth-398),Hyperosmia
Henry McCoy (Earth-4321),Hyperosmia
Henry McCoy (Earth-5113),Hyperosmia
Henry McCoy (Earth-523002),Hyperosmia
Henry McCoy (Earth-5692),Hyperosmia
Henry McCoy (Earth-616),Hyperosmia
Henry McCoy (Earth-70105),Hyperosmia
Henry McCoy (Earth-721),Hyperosmia
Henry McCoy (Earth-763),Hyperosmia
Henry McCoy (Earth-77995),Hyperosmia
Henry McCoy (Earth-80219),Hyperosmia
Henry McCoy (Earth-811),Hyperosmia
Henry McCoy (Earth-81727),Hyperosmia
Henry McCoy (Earth-8320),Hyperosmia
Henry McCoy (Earth-8545),Hyperosmia
Henry McCoy (Earth-8649),Hyperosmia
Henry McCoy (Earth-90227),Hyperosmia
Henry McCoy (Earth-9105),Hyperosmia
Henry McCoy (Earth-91119),Hyperosmia
Henry McCoy (Earth-9670),Hyperosmia
Henry McCoy (Earth-9916),Hyperosmia
Henry McCoy (Earth-9997),Hyperosmia
Henry McCoy (X-Beast) (Earth-616),Hyperosmia
Hepzibah (Earth-616),Hyperosmia
Ilya Koblev (Earth-616),Hyperosmia
Ioakim Koblev (Earth-616),Hyperosmia
Issa Koblev (Earth-616),Hyperosmia
Jack Russell (Earth-616),Hyperosmia
James Howlett (Earth-10995),Hyperosmia
James Howlett (Earth-110),Hyperosmia
James Howlett (Earth-24133),Hyperosmia
James Howlett (Earth-5631),Hyperosmia
James Howlett (Earth-616),Hyperosmia
James Howlett (Earth-900),Hyperosmia
James Howlett (Earth-BWXP),Hyperosmia
James Howlett (Earth-TRN416),Hyperosmia
Jason Strongbow (Earth-616),Hyperosmia
Jubilation Lee (Earth-616),Hyperosmia
Laura Kinney (Earth-616),Hyperosmia
Lobo the Duck (Earth-9602),Hyperosmia
Loca (Inferno Baby) (Earth-616),Hyperosmia
Lucia Callasantos (Earth-616),Hyperosmia
Man-Beast (Earth-616),Hyperosmia
Maria Callasantos (Earth-616),Hyperosmia
Maria Callasantos (Earth-9997),Hyperosmia
Matthew Murdock (Earth-616),Hyperosmia
Matthew Murdock (Earth-91119),Hyperosmia
Matthew Murdock (Earth-92131),Hyperosmia
Matthew Murdock (Earth-TRN416),Hyperosmia
Mephitisoids (Race),Hyperosmia
Mikhail Ursus (Earth-161),Hyperosmia
Mikhail Ursus (Earth-2149),Hyperosmia
Mikhail Ursus (Earth-3470),Hyperosmia
Mikhail Ursus (Earth-58163),Hyperosmia
Mikhail Ursus (Earth-616),Hyperosmia
Nina Price (Earth-616),Hyperosmia
Rahne Sinclair (Earth-616),Hyperosmia
Robert Baxter (Earth-616),Hyperosmia
Rocket Raccoon (Earth-616),Hyperosmia
Rocket Raccoon (Earth-TRN550),Hyperosmia
Sale (Earth-616),Hyperosmia
Sergei Kravinoff (Earth-92131),Hyperosmia
Shathra (Earth-616),Hyperosmia
Shirlee Bryant (Earth-616),Hyperosmia
Slade Murdock (Earth-9602),Hyperosmia
Sydren (Earth-616),Hyperosmia
T'Challa (Earth-616),Hyperosmia
T'Challa (Earth-91119),Hyperosmia
Thomas Fireheart (Earth-616),Hyperosmia
Vampires,Hyperosmia
Victor Creed (Earth-2149),Hyperosmia
Victor Creed (Earth-616),Hyperosmia
Wolverine (Logan) (Earth-121193),Hyperosmia
Woodgod (Earth-616),Hyperosmia
Alexander Flynn (Earth-616),Hypnosis
Alexi Garnoff (Earth-616),Hypnosis
Alyssa (Earth-616),Hypnosis
Ananym (Earth-616),Hypnosis
Anthony Druid (Earth-2149),Hypnosis
Anthony Druid (Earth-616),Hypnosis
Antoine Delsoin (Earth-616),Hypnosis
Augustus (Earth-616),Hypnosis
Autumn MacRae (Earth-616),Hypnosis
Balus (Earth-616),Hypnosis
Black Carlo (Earth-616),Hypnosis
Brigid O'Reilly (Earth-616),Hypnosis
Brother Mutant (Earth-127),Hypnosis
Charles Barnabus (Earth-616),Hypnosis
Charles Xavier (Earth-9602),Hypnosis
Charlotte Witter (Earth-616),Hypnosis
Clea (Earth-616),Hypnosis
Daniel Rand (Earth-616),Hypnosis
Dansen Macabre (Earth-616),Hypnosis
Deacon Frost (Earth-616),Hypnosis
Drake Shannon (Earth-616),Hypnosis
Edith Harker (Earth-616),Hypnosis
Edward Byron (Earth-730911),Hypnosis
Eric Brooks (Earth-1610),Hypnosis
Esteban Corazón de Ablo (Earth-616),Hypnosis
Felicity Cross (Earth-616),Hypnosis
Foreigner (Earth-616),Hypnosis
Gargantus (Alien Robot) (Earth-616),Hypnosis
George Tarleton (Earth-616),Hypnosis
Gorgon (Earth-1610),Hypnosis
Hannibal King (Earth-616),Hypnosis
Headhunter (Mutant) (Earth-616),Hypnosis
Headhunter (Mutant) (Earth-TRN533),Hypnosis
Hypno-Fish,Hypnosis
Hypnotia (Earth-534834),Hypnosis
Jackson Arvad (Earth-616),Hypnosis
Jean-Claude (Earth-97534),Hypnosis
Jerald (Earth-7511),Hypnosis
Josef Saint (Earth-616),Hypnosis
Julia Koenig (Earth-616),Hypnosis
Kaluu (Earth-616),Hypnosis
Karl Lykos (Earth-616),Hypnosis
Karl Mordo (Earth-616),Hypnosis
Karla Sofen (Earth-616),Hypnosis
Kayla Silverfox (Earth-10005),Hypnosis
Kl'rt (Earth-2149),Hypnosis
Kl'rt (Earth-6109),Hypnosis
Kl'rt (Earth-616),Hypnosis
Krystal (Mutant) (Earth-616),Hypnosis
Lani Ubanu (Earth-1610),Hypnosis
Lani Ubanu (Earth-616),Hypnosis
Lianda (Earth-616),Hypnosis
Lilith Drake (Earth-616),Hypnosis
Lorelei (Asgardian) (Earth-616),Hypnosis
Mark Funny (Earth-616),Hypnosis
Mesmero (Vincent) (Earth-127),Hypnosis
Mesmero (Vincent) (Earth-616),Hypnosis
Mesmero (Vincent) (Earth-653),Hypnosis
Michael Morbius (Earth-616),Hypnosis
Michael Morbius (Earth-91119),Hypnosis
Mona Welles (Earth-616),Hypnosis
Nina Price (Earth-616),Hypnosis
Opul Lun Sat-Yr-Nin (Earth-794),Hypnosis
Ororo Munroe (Earth-1298),Hypnosis
Orrgo (Earth-616),Hypnosis
Paibok (Earth-616),Hypnosis
Phineas Horton (Earth-616),Hypnosis
Rachel Argosy (Earth-616),Hypnosis
Remy LeBeau (Earth-12131),Hypnosis
Remy LeBeau (Earth-616),Hypnosis
Rihva (Earth-616),Hypnosis
Ringmaster's Hat,Hypnosis
Sacred One (Earth-616),Hypnosis
Satrina (Earth-616),Hypnosis
Stephen Strange (Earth-12131),Hypnosis
Stephen Strange (Earth-2149),Hypnosis
Stephen Strange (Earth-24133),Hypnosis
Stephen Strange (Earth-2772),Hypnosis
Stephen Strange (Earth-616),Hypnosis
Stephen Strange (Earth-91119),Hypnosis
"Stephen Strange, Jr. (Earth-1610)",Hypnosis
Supergiant (Earth-616),Hypnosis
Susan Scarbo (Earth-616),Hypnosis
Tanya Sealy (Earth-616),Hypnosis
The Hypst'r (Earth-616),Hypnosis
Todd LeBeau (Earth-9602),Hypnosis
Trista (Earth-616),Hypnosis
Veronica Dultry (Earth-616),Hypnosis
Victor von Doom (Earth-91119),Hypnosis
Vlad Dracula (Earth-616),Hypnosis
Wanda Maximoff (Earth-199999),Hypnosis
Xemnu (Earth-616),Hypnosis
Yao (Earth-616),Hypnosis
Agatha Harkness (Earth-616),Illusionists
Aginar (Earth-616),Illusionists
Alex Flores (Earth-616),Illusionists
Amahl Farouk (Earth-1610),Illusionists
Amatsu-Mikaboshi (Earth-616),Illusionists
Amora (Earth-616),Illusionists
Amy (Mutant) (Earth-616),Illusionists
Ananym (Earth-616),Illusionists
Andros Stark (Earth-TRN509),Illusionists
Arcanna Jones (Earth-712),Illusionists
Aron (Earth-616),Illusionists
Arthur Goddard (Earth-616),Illusionists
Arthur Parks (Earth-616),Illusionists
Ashake (Egyptian) (Earth-616),Illusionists
Azura (Earth-616),Illusionists
Barnabbas (Earth-88194),Illusionists
Bennet du Paris (Earth-TRN533),Illusionists
Brian DeWolff (Earth-616),Illusionists
Brother Mutant (Earth-127),Illusionists
Calvin Rankin (Earth-5423),Illusionists
Catherine Moranis (Earth-616),Illusionists
Celeste Cuckoo (Earth-616),Illusionists
Charles Xavier (Earth-1610),Illusionists
Charles Xavier (Earth-295),Illusionists
Charles Xavier (Earth-616),Illusionists
Charles Xavier (Earth-905),Illusionists
Charles Xavier (Earth-9602),Illusionists
Charles Xavier (Earth-98193),Illusionists
Charles Xavier (Earth-TRN533),Illusionists
Charles Xavier (Entity) (Earth-616),Illusionists
Charlie Cluster-7 (Earth-616),Illusionists
Chimera (Earth-TRN220),Illusionists
Christopher Thorn (Earth-616),Illusionists
Clea (Earth-616),Illusionists
Clyde Wyncham Jr. (Earth-807128),Illusionists
Craig Farnsworth (Earth-616),Illusionists
D'Spayre (Earth-616),Illusionists
Dana Moonstar (Earth-295),Illusionists
Daniel Berkhart (Earth-616),Illusionists
Danielle Moonstar (Earth-1081),Illusionists
Danielle Moonstar (Earth-616),Illusionists
Danielle Moonstar (Earth-BWXP),Illusionists
David Haller (Earth-11052),Illusionists
David Xavier (Earth-1610),Illusionists
Declan Dane (Earth-616),Illusionists
Diamonda LaSalle (Earth-928),Illusionists
