ID,full_name,first_apperance,description,image
1009336,Harpoon,13751,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011069,Harrier,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/30/4c0030e7aba3e/portrait_incredible.jpg
1009339,Harry Heck,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009486,Harry Osborn,1409,null,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a0b3181d8/portrait_incredible.jpg
1011218,Harry Osborn (Ultimate),14846,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010816,Hate-Monger (Adolf Hitler),27760,null,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e/portrait_incredible.jpg
1009337,Havok,17701,null,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5261659ebeaf8/portrait_incredible.jpg
1009338,Hawkeye,43498,null,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50fecaf4f101b/portrait_incredible.jpg
1010808,Hawkeye (Kate Bishop),37421,null,http://i.annihil.us/u/prod/marvel/i/mg/c/10/537bad9caa831/portrait_incredible.jpg
1017311,Hawkeye (Marvel Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/70/5239be7020a11/portrait_incredible.jpg
1011131,Hawkeye (Ultimate),36129,null,http://i.annihil.us/u/prod/marvel/i/mg/6/03/53176be145914/portrait_incredible.jpg
1017108,Hawkeye/Clint Barton (MAA),null,Hawkeye is an expert archer with an attitude just as ontarget as his aim. His stealth combat experience and his ability to hit any target with any projectile make him a valuable member of the Avengers. However he refuses to let things get too serious as he has as many jokes as he does arrows,http://i.annihil.us/u/prod/marvel/i/mg/4/03/5232198a81c17/portrait_incredible.jpg
1011046,Hedge Knight,16224,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010351,Hellcat (Patsy Walker),17751,null,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d/portrait_incredible.jpg
1009340,Hellfire Club,4253,null,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c003eddcc659/portrait_incredible.jpg
1014996,Hellfire Club (Ultimate),15715,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010678,Hellion,27451,null,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4c0038ee5a898/portrait_incredible.jpg
1011044,Hellions (Squad),2440,null,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4c00323303deb/portrait_incredible.jpg
1009341,Hemingway,13866,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011371,Henry Peter Gyrich,7048,null,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535fed9b1ae7f/portrait_incredible.jpg
1009342,Hepzibah,3631,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003eda76ac7/portrait_incredible.jpg
1009343,Hercules,12650,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53/portrait_incredible.jpg
1010759,Heroes For Hire,3203,null,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c00376a77ce0/portrait_incredible.jpg
1011274,Hex,null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4c002eeb6ed5e/portrait_incredible.jpg
1011300,High Evolutionary,16897,null,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3/portrait_incredible.jpg
1010839,Hindsight Lad,null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c0035d60033c/portrait_incredible.jpg
1010703,Hiroim,5671,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9/portrait_incredible.jpg
1009345,Hitman,6565,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011383,Hitomi Sakuma,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010930,Hobgoblin (Jason Macendale),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010931,Hobgoblin (Robin Borne),null,null,http://i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597/portrait_incredible.jpg
1009347,Hobgoblin (Roderick Kingsley),5997,null,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99/portrait_incredible.jpg
1009349,Holocaust (Age of Apocalypse),1489,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009350,Holy,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011428,Hope Summers,42332,null,http://i.annihil.us/u/prod/marvel/i/mg/f/90/511155f5015e0/portrait_incredible.jpg
1009557,Howard Saint,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010373,Howard The Duck,38861,null,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce5a268adef3/portrait_incredible.jpg
1009351,Hulk,41112,Caught in a gamma bomb explosion while trying to save the life of a teenager Dr. Bruce Banner was transformed into the incredibly powerful creature called the Hulk. An all too often misunderstood hero the angrier the Hulk gets the stronger the Hulk gets.,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/538615ca33ab0/portrait_incredible.jpg
1017098,Hulk (HAS),null,The Hulk is the biggest strongest smashingest hero in the Marvel Universe  the green glue that holds his crazy familylike team together. Hulk loves saving the world by smashing every alien sea creature and planet literally that tries to destroy it. He is the star of his best bud ABombs web series and just wants to show people his good intentions,http://i.annihil.us/u/prod/marvel/i/mg/d/10/5232027069e61/portrait_incredible.jpg
1017333,Hulk (LEGO Marvel Super Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/5239c399a35df/portrait_incredible.jpg
1011118,Hulk (Marvel Zombies),null,null,http://i.annihil.us/u/prod/marvel/i/mg/3/00/53176c115da55/portrait_incredible.jpg
1017303,Hulk (Marvel: Avengers Alliance),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/5239b5d891fc1/portrait_incredible.jpg
1011005,Hulk (Ultimate),38944,null,http://i.annihil.us/u/prod/marvel/i/mg/c/03/53176c06e3974/portrait_incredible.jpg
1010721,Hulk-dok,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1017107,Hulk/Bruce Banner (MAA),null,Scientist Bruce Banner was transformed into the Hulk as a result to gamma radiation exposure. Over  feet tall and weighing  pounds its Hulks strength that makes him the strongest hero in the Marvel Universe Hulk smashes all threats that dare disturb the peace and friendship he has found in the Avengers. ,http://i.annihil.us/u/prod/marvel/i/mg/0/03/523219b086a17/portrait_incredible.jpg
1009355,Hulkling,37421,null,http://i.annihil.us/u/prod/marvel/i/mg/8/20/4c003ed070fa0/portrait_incredible.jpg
1010343,Human Cannonball,9281,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011415,Human Fly (Richard Deacon),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010722,Human Robot,6318,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c7c642ee254c/portrait_incredible.jpg
1009356,Human Torch,892,null,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5261a7f7b0917/portrait_incredible.jpg
1010932,Human Torch (Jim Hammond),36117,null,http://i.annihil.us/u/prod/marvel/i/mg/c/70/53176bed3fe4c/portrait_incredible.jpg
1011102,Human Torch (Ultimate),23217,null,http://i.annihil.us/u/prod/marvel/i/mg/3/60/53176bfb07176/portrait_incredible.jpg
1010675,Humbug,5848,null,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4c7c6433e79f5/portrait_incredible.jpg
1009357,Husk,13858,null,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003eca01988/portrait_incredible.jpg
1009358,Hussar,15916,null,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/4c003ec700983/portrait_incredible.jpg
1009359,Hydra,2069,null,http://i.annihil.us/u/prod/marvel/i/mg/8/40/4c003ec4331bd/portrait_incredible.jpg
1009360,Hydro-Man,13146,null,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c003ec140c31/portrait_incredible.jpg
1009361,Hyperion (Earth-712),17534,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011246,Hypno-Hustler,35880,null,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c002ef943bbf/portrait_incredible.jpg
1009362,Iceman,37896,null,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/52696c836898c/portrait_incredible.jpg
1010933,Iceman (Ultimate),40811,null,http://i.annihil.us/u/prod/marvel/i/mg/3/70/53176e6436aa6/portrait_incredible.jpg
1017475,Iceman (X-Men: Battle of the Atom),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/70/52d72ac3c45f9/portrait_incredible.jpg
1011077,Ikaris,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4c0030d8df78e/portrait_incredible.jpg
1010758,Illuminati,46337,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/526033bb40a5e/portrait_incredible.jpg
1009529,Ilyana Rasputin,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011273,Imp,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4c002eee45d85/portrait_incredible.jpg
1011089,Imperfects,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009363,Imperial Guard,15573,null,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a0286b06bf/portrait_incredible.jpg
1009364,Impossible Man,39443,null,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4c003eb8e1d23/portrait_incredible.jpg
1011063,In-Betweener,17546,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0030f999ecb/portrait_incredible.jpg
1011064,Inertia,3908,null,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0030f6eab3d/portrait_incredible.jpg
1011146,Infant Terrible,null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f7854e02/portrait_incredible.jpg
1009365,Inhumans,23245,null,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/526033a73dca3/portrait_incredible.jpg
1011293,Ink,37491,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011024,Invaders,1357,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/539b3c2fca079/portrait_incredible.jpg
1009366,Invisible Woman,892,null,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52695b9cd40b6/portrait_incredible.jpg
1017301,Invisible Woman (Marvel: Avengers Alliance),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5239b5c4cb782/portrait_incredible.jpg
1010934,Invisible Woman (Ultimate),23217,null,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4c00342d26fc5/portrait_incredible.jpg
1011379,Iron Cross Army,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011318,Iron Fist (Bei Bang-Wen),21394,null,http://i.annihil.us/u/prod/marvel/i/mg/9/20/53176ebd40ad7/portrait_incredible.jpg
1009367,Iron Fist (Danny Rand),43504,null,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/52616788ebc63/portrait_incredible.jpg
1010888,Iron Fist (Orson Randall),20689,null,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/53176e979cca2/portrait_incredible.jpg
1011413,Iron Fist (Quan Yaozu),24166,null,http://i.annihil.us/u/prod/marvel/i/mg/4/20/53176e89b563e/portrait_incredible.jpg
1016839,Iron Fist (USM),null,"Danny is always focused yet relaxed  more Zenfocused than chill surfer dude. But when Danny turns into Iron First he becomes very rigid with perfect posture. A very YinYang character. 

Danny is THE Danny Rand  the yearold head of the giant Rand Corporation.  His wealth rivals Osborns  but youd never know it from his laid back attitude. However as Iron Fist he takes his powers very seriously. 

While Danny and Luke are best friends Danny has a special respect for SpiderMan acting as a nonjudgmental moral commentator on all of SpiderMans actions. ",http://i.annihil.us/u/prod/marvel/i/mg/6/20/52321751dffa6/portrait_incredible.jpg
1011412,Iron Fist (Wu Ao-Shi),15864,null,http://i.annihil.us/u/prod/marvel/i/mg/7/03/53176f05a6851/portrait_incredible.jpg
1010704,Iron Lad,37421,null,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c0038c9c6580/portrait_incredible.jpg
1009368,Iron Man,24348,Wounded captured and forced to build a weapon by his enemies billionaire industrialist Tony Stark instead created an advanced suit of armor to save his life and escape captivity. Now with a new outlook on life Tony uses his money and intelligence to make the world a safer better place as Iron Man.,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/527bb7b37ff55/portrait_incredible.jpg
1017320,Iron Man (Iron Man 3 - The Official Game),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5239c1408c936/portrait_incredible.jpg
1017294,Iron Man (LEGO Marvel Super Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5239c3cc8a259/portrait_incredible.jpg
1017310,Iron Man (Marvel Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5239be60a67da/portrait_incredible.jpg
1017326,Iron Man (Marvel War of Heroes),null,null,http://i.annihil.us/u/prod/marvel/i/mg/f/f0/5239bfbfeea88/portrait_incredible.jpg
1010935,Iron Man (Ultimate),36129,null,http://i.annihil.us/u/prod/marvel/i/mg/1/90/53176e7785d95/portrait_incredible.jpg
1017104,Iron Man/Tony Stark (MAA),null,Tony Stark is the genius inventorbillionairephilanthropist owner of Stark Industries. With his super hightech Iron Man suit he is practically indestructible able to fly and has a large selection of weapons to choose from  but its Tonys quick thinking and ability to adapt and improvise that make him an effective leader of the Avengers.        ,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/5232190d42df2/portrait_incredible.jpg
1009371,Iron Monger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009487,Iron Patriot,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009538,Iron Patriot (James Rhodes),39896,U.S. Air Force pilot and Tony Starks friend who has his own suit of Iron Man armor nicknamed War Machine.,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526035f38cd5d/portrait_incredible.jpg
1010844,Ironclad,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0035ccf2128/portrait_incredible.jpg
1009372,J. Jonah Jameson,30885,null,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5269582835689/portrait_incredible.jpg
1010736,Jack Flag,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4c003787cd7e1/portrait_incredible.jpg
1010786,Jack Murdock,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010766,Jack O' Lantern,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011251,Jack Power,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011288,Jackal,30322,null,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/4c002e7012876/portrait_incredible.jpg
1011259,Jackpot,17581,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010775,James Buchanan Barnes,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010777,James Howlett,null,null,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4c00374780cc6/portrait_incredible.jpg
1011343,Jamie Braddock,35296,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010329,Jane Foster,17498,null,http://i.annihil.us/u/prod/marvel/i/mg/b/90/4ce5a22b0d5f1/portrait_incredible.jpg
1010878,"Janus, the Nega-Man",null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009597,Jasper Sitwell,17515,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011344,Jazinda,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/00/4c002e3dbc0b3/portrait_incredible.jpg
1009496,Jean Grey,6965,null,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4bc654cf9d0ac/portrait_incredible.jpg
1009327,Jean Grey,41193,null,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/528d3412090b4/portrait_incredible.jpg
1010946,Jean Grey (Ultimate),15770,null,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/53176f424c100/portrait_incredible.jpg
1009604,Jennifer Smith,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011404,Jeryn Hogarth,17258,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010667,Jessica Drew,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009378,Jessica Jones,37255,null,http://i.annihil.us/u/prod/marvel/i/mg/d/00/5390e41260345/portrait_incredible.jpg
1009373,Jetstream,13822,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009374,Jigsaw,6580,null,http://i.annihil.us/u/prod/marvel/i/mg/6/30/4ce188192a0b6/portrait_incredible.jpg
1011105,Jimmy Woo,6318,Jimmy Woo is a former FBI and SHIELD agent from the s who now leads the Agents of Atlas in the present.,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0030a8ec05b/portrait_incredible.jpg
1009375,Joan the Mouse,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009376,Jocasta,7057,null,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c003eac7419a/portrait_incredible.jpg
1011171,John Farson,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010812,John Jameson,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4c7c641e86d14/portrait_incredible.jpg
1009500,John Porter,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009721,John Wraith,null,A mutant with teleportation powers Wraith served with Wolverine Sabretooth Maverick and Silver Fox in Team X a covert operations unit formed by Weapon X.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009196,Johnny Blaze,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c003442a3ea6/portrait_incredible.jpg
1009630,Johnny Storm,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009380,Joseph,39737,null,http://i.annihil.us/u/prod/marvel/i/mg/1/00/5260339868b8c/portrait_incredible.jpg
1010938,Joshua Kane,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c003423be2c7/portrait_incredible.jpg
1010937,Josiah X,20499,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011033,Joystick,1738,null,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0032437ece7/portrait_incredible.jpg
1009381,Jubilee,20731,null,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4e7a2148b6e59/portrait_incredible.jpg
1010936,Jubilee (Age of Apocalypse),null,null,http://i.annihil.us/u/prod/marvel/i/mg/4/03/53616326ca627/portrait_incredible.jpg
1009382,Juggernaut,23252,null,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/528d340442cca/portrait_incredible.jpg
1010772,Jule Carpenter,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010679,Julian Keller,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011314,Junta,20497,null,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c002e5a298b8/portrait_incredible.jpg
1010760,Justice,17490,null,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4c0037678b4ff/portrait_incredible.jpg
1011310,Justin Hammer,null,null,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce18ab1be1f6/portrait_incredible.jpg
1011081,Ka-Zar,16889,null,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4dcc503738d3d/portrait_incredible.jpg
1011193,Kabuki,586,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009384,Kang,12653,null,http://i.annihil.us/u/prod/marvel/i/mg/4/30/52695ed19538d/portrait_incredible.jpg
1014983,Karen O'Malley,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4cd05c8be4587/portrait_incredible.jpg
1011357,Karen Page,15620,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011386,Karma,40802,null,http://i.annihil.us/u/prod/marvel/i/mg/5/00/50febe78aacca/portrait_incredible.jpg
1009385,Karnak,37287,null,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/52740e5d96fcc/portrait_incredible.jpg
1010752,Karolina Dean ,1678,null,http://i.annihil.us/u/prod/marvel/i/mg/d/50/4c00377435871/portrait_incredible.jpg
1010783,Kat Farrell,15855,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010810,Kate Bishop,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/60/4c0035f5b8c95/portrait_incredible.jpg
1011250,Katie Power,null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/90/4ce5a5bf6b872/portrait_incredible.jpg
1011319,Ken Ellis,null,Former Daily Bugle and current DB reporter Ken Ellis first made a splash during the public debut of Ben Reilly as the Scarlet Spider providing the new costumed hero with his name following a pitched battle with Venom.,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c002e50c1a87/portrait_incredible.jpg
1009386,Khan,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010893,Kid Colt,25599,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011397,Killer Shrike,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011289,Killmonger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011116,Killraven,23254,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009388,King Bedlam,18057,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010842,King Cobra,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009389,Kingpin,5997,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/526034fb5aff7/portrait_incredible.jpg
1011308,Kinsey Walden,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009508,Kitty Pryde,660,null,http://i.annihil.us/u/prod/marvel/i/mg/4/03/5261677b30b64/portrait_incredible.jpg
1017476,Kitty Pryde (X-Men: Battle of the Atom),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/60/52d72adad132a/portrait_incredible.jpg
1009390,Klaw,17762,null,http://i.annihil.us/u/prod/marvel/i/mg/9/20/526034e1c6ede/portrait_incredible.jpg
1010818,Komodo (Melati Kusuma),15869,null,http://i.annihil.us/u/prod/marvel/i/mg/a/30/535ff55a6d8f6/portrait_incredible.jpg
1011147,Korath,null,null,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002f7453eaa/portrait_incredible.jpg
1011080,Korg,4446,null,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5269581a55d0c/portrait_incredible.jpg
1011312,Korvac,29214,null,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a6396201b/portrait_incredible.jpg
1009391,Kraven the Hunter,6488,null,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/527410063de71/portrait_incredible.jpg
1011148,Kree,22292,null,http://i.annihil.us/u/prod/marvel/i/mg/8/50/53a0b4b5c40f1/portrait_incredible.jpg
1015017,Krista Starr,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011178,Kronos,null,null,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4c7c623c74db8/portrait_incredible.jpg
1011029,Kulan Gath,17510,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011058,Kylun,null,null,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c003108ee445/portrait_incredible.jpg
1009392,La Nuit,17961,null,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4c003d76b5ec6/portrait_incredible.jpg
1011327,Lady Bullseye,36788,null,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a67d44f61/portrait_incredible.jpg
1009393,Lady Deathstrike,12695,null,http://i.annihil.us/u/prod/marvel/i/mg/9/60/535ff2c1ef191/portrait_incredible.jpg
1011014,Lady Mastermind,null,null,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00326f63d4c/portrait_incredible.jpg
1014977,Lady Ursula,null,null,http://i.annihil.us/u/prod/marvel/i/mg/c/40/4cd053ea971ed/portrait_incredible.jpg
1014976,Lady Vermin,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4cd053529dd41/portrait_incredible.jpg
1009394,Lake,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009395,Landau,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009397,Lava-Man,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011100,Layla Miller,21211,null,http://i.annihil.us/u/prod/marvel/i/mg/3/00/52740e37c104f/portrait_incredible.jpg
1009398,Leader,8557,null,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/52b0d25c3dbb9/portrait_incredible.jpg
1011092,Leech,35509,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009399,Legion,12754,null,http://i.annihil.us/u/prod/marvel/i/mg/3/30/526547cc31b36/portrait_incredible.jpg
1011403,"Lei Kung, The Thunderer",15864,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009166,Lenny Balinger,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011186,Leo (Zodiac),null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010340,Leopardon,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011375,Leper Queen,null,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1014988,Lester,null,null,http://i.annihil.us/u/prod/marvel/i/mg/6/80/4cd060cb94659/portrait_incredible.jpg
1011421,Lethal Legion,39772,null,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c002e13dd271/portrait_incredible.jpg
1010977,Lieutenant Marcus Stone,11779,null,http://i.annihil.us/u/prod/marvel/i/mg/5/30/4c0032b127cf1/portrait_incredible.jpg
1009401,Lifeguard,15056,null,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
