id,title,issueNumber,issue_date,series_title,series_id,print_price
6691,Amazing Spider-Man (1963) #288,288,1987-05-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,0.75
23181,X-Men: Kingbreaker (2008) #2,2,2009-01-21T00:00:00-0500,X-Men: Kingbreaker (2008 - 2009),6418,3.99
35172,Avengers (2010) #7 (DJURDJEVIC GATEFOLD VARIANT),7,2010-11-17T00:00:00-0500,Avengers (2010 - 2012),9085,3.99
20495,Crew (2003) #1,1,2003-07-10T00:00:00-0400,Crew (2003),553,2.5
8481,Deadpool (1997) #27,27,1999-04-10T00:00:00-0400,Deadpool (1997 - 2002),2005,0
1051,Earth X Vol. I (Trade Paperback),0,1999-11-30T00:00:00-0500,Earth X Vol. I (1999),111,9.99
17329,Annihilation Book 3 (Trade Paperback),0,2007-11-21T00:00:00-0500,Annihilation Book 3 (2007),3131,9.99
32967,Heroic Age: Prince of Power (2010) #4,4,2010-08-25T00:00:00-0400,Heroic Age: Prince of Power (2010),9791,3.99
19827,Marvel Fanfare (1982) #50,50,1990-04-10T00:00:00-0400,Marvel Fanfare (1982 - 1992),3719,1.95
5625,X-Men: Phoenix - Warsong (2006) #4,4,2006-12-13T00:00:00-0500,X-Men: Phoenix - Warsong (2006 - 2007),961,2.99
25662,Marvel 1602 (Hardcover),0,2009-09-10T00:00:00-0400,Marvel 1602 (2009 - Present),7963,24.99
38126,Spider-Man: New York Stories (Trade Paperback),1,2011-04-20T00:00:00-0400,Spider-Man: New York Stories (2011 - Present),13721,19.99
27607,Thunderbolts (2006) #128 (3RD PRINTING VARIANT (DR)),128,2009-04-22T00:00:00-0400,Thunderbolts (2006 - 2012),18527,2.99
31222,Astonishing Spider-Man/Wolverine (2010) #4,4,2010-12-29T00:00:00-0500,Astonishing Spider-Man/Wolverine (2010 - 2011),9792,3.99
10580,Secret Wars (1984) #1,1,1984-05-10T00:00:00-0400,Secret Wars (1984 - 1985),2063,0
9643,Iron Man (1968) #85,85,1976-04-10T00:00:00-0500,Iron Man (1968 - 1996),2029,0.25
30106,Iron Man Legacy (2010) #4,4,2010-07-08T00:00:00-0400,Iron Man Legacy (2010 - 2011),9347,2.99
256,Ultimate X-Men (2000) #42,42,2004-02-11T00:00:00-0500,Ultimate X-Men (2000 - 2009),474,2.25
8130,Daredevil (1963) #150,150,1978-01-10T00:00:00-0500,Daredevil (1963 - 1998),2002,0.35
39982,Annihilators: Earthfall (2011) #1,1,2011-09-28T00:00:00-0400,Annihilators: Earthfall (2011),14818,3.99
5217,Giant-Size Wolverine (2006) #1,1,2006-10-04T00:00:00-0400,Giant-Size Wolverine (2006),1032,4.99
47454,Origin II (2013) #1,1,2013-12-25T00:00:00-0500,Origin II (2013 - Present),17926,4.99
46237,MARVEL MASTERWORKS: DAREDEVIL VOL. 7 HC (Hardcover),0,2013-09-18T00:00:00-0400,MARVEL MASTERWORKS: DAREDEVIL VOL. 7 HC (2013),17432,69.99
16686,Thor Annual (1966) #7,7,1978-01-07T00:00:00-0500,Thor Annual (1966 - 2001),2978,0
779,X-Statix (2002) #26,26,2004-08-25T00:00:00-0400,X-Statix (2002 - 2004),462,2.99
5850,Ultimate Annuals Vol. 2 (Trade Paperback),0,2007-01-24T00:00:00-0500,Ultimate Annuals Vol. 2 (2007),1824,9.99
6418,Civil War: Thunderbolts (Trade Paperback),0,2007-04-18T00:00:00-0400,Civil War: Thunderbolts (2007),1885,9.99
21834,"Punisher: Welcome Back, Frank Premiere (Hardcover)",0,2008-08-06T00:00:00-0400,"Punisher: Welcome Back, Frank Premiere (2008)",5418,24.99
23902,Invincible Iron Man Vol. 1: The Five Nightmares (Trade Paperback),0,2009-03-04T00:00:00-0500,Invincible Iron Man Vol. 1: The Five Nightmares (2009 - Present),7069,19.99
11207,Sub-Mariner Comics (1941) #30,30,1949-02-10T00:00:00-0500,Sub-Mariner Comics (1941 - 1949),2077,0.1
22081,Omega: The Unknown (Hardcover),0,2008-09-10T00:00:00-0400,Omega: The Unknown (2008),5813,29.99
8176,Daredevil (1963) #192,192,1983-03-10T00:00:00-0500,Daredevil (1963 - 1998),2002,0.6
50475,DISNEY KINGDOMS: SEEKERS OF THE WEIRD (2014) #3,3,2014-03-19T00:00:00-0400,DISNEY KINGDOMS: SEEKERS OF THE WEIRD (2014 - Present),18678,3.99
26176,Punisher: Frank Castle (2009) #71,71,2009-06-10T00:00:00-0400,Punisher: Frank Castle (2009),6896,3.99
21247,Avengers/Invaders (2008) #1,1,2008-05-07T00:00:00-0400,Avengers/Invaders (2008 - 2009),4864,2.99
13207,Fantastic Four (1961) #381,381,1993-10-01T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0
27616,Wolverine (2003) #71 (2ND PRINTING VARIANT),71,2009-04-22T00:00:00-0400,Wolverine (2003 - 2009),632,2.99
21882,Sensational Spider-Man (2006) #35 (Variant),35,2007-02-14T00:00:00-0500,Sensational Spider-Man (2006 - 2007),722,2.99
381,Incredible Hulk (1999) #66,66,2004-01-28T00:00:00-0500,Incredible Hulk (1999 - 2008),465,2.25
22705,Ghost Rider (1990) #68,68,1995-12-01T00:00:00-0500,Ghost Rider (1990 - 1998),6255,0
16771,Marvel Mystery Comics (1939) #61,61,1945-01-10T00:00:00-0400,Marvel Mystery Comics (1939 - 1949),2981,0.1
14571,"Peter Parker, the Spectacular Spider-Man (1976) #125",125,1987-04-10T00:00:00-0400,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,0.75
13024,Fantastic Four (1961) #216,216,1980-03-10T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0.4
764,Amazing Fantasy (2004) #3,3,2004-08-25T00:00:00-0400,Amazing Fantasy (2004 - 2006),769,2.99
32979,The Thanos Imperative (2010) #5,5,2010-10-13T00:00:00-0400,The Thanos Imperative (2010),9950,3.99
27775,"Nick Fury, Agent of Shield (1968) #8",8,1969-01-10T00:00:00-0500,"Nick Fury, Agent of Shield (1968 - 1971)",8854,0.12
16817,Astonishing (1951) #21,21,-0001-11-30T00:00:00-0500,Astonishing (1951 - 1957),2982,0
15416,Marvel Super-Heroes (1967) #388,388,1982-08-10T00:00:00-0400,Marvel Super-Heroes (1967 - 1982),2300,9.99
16156,Marvel Illustrated: Last of the Mohicans (2007) #4,4,2007-08-22T00:00:00-0400,Marvel Illustrated: Last of the Mohicans (2007),2194,2.99
25698,Marvel Adventures Super Heroes (2008) #13,13,2009-07-08T00:00:00-0400,Marvel Adventures Super Heroes (2008 - 2010),5202,2.99
46411,Savage Wolverine (2013) #5 (Johnson Variant),5,2013-05-29T00:00:00-0400,Savage Wolverine (2013 - Present),17539,3.99
47072,Age of Ultron: AI (2013) #10,10,2013-06-26T00:00:00-0400,Age of Ultron: AI (2013 - Present),17719,3.99
37190,Heroes for Hire (2010) #8,8,2011-06-01T00:00:00-0400,Heroes for Hire (2010 - 2011),13330,2.99
931,Powerless (2004) #5,5,2004-10-27T00:00:00-0400,Powerless (2004),781,2.99
29490,Wolverine Origins: Seven the Hard Way (Hardcover),0,2010-04-14T00:00:00-0400,Wolverine Origins: Seven the Hard Way (2010),9652,19.99
36354,SCARLET (2010) #3 (VARIANT),3,2010-11-03T00:00:00-0400,SCARLET (2010 - Present),12212,3.95
3888,Friendly Neighborhood Spider-Man (2005) #6,6,2006-03-15T00:00:00-0500,Friendly Neighborhood Spider-Man (2005 - 2007),877,2.99
11675,Thor (1966) #347,347,1984-09-10T00:00:00-0400,Thor (1966 - 1996),2083,0.6
29216,Avengers Academy (2010) #12,12,2011-04-20T00:00:00-0400,Avengers Academy (2010 - 2012),9086,2.99
49102,Night of the Living Deadpool (2014) #2,2,2014-01-29T00:00:00-0500,Night of the Living Deadpool (2014 - Present),18469,3.99
13946,Uncanny X-Men (1963) #405,405,2002-06-01T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0
23522,X-Men: Search for Cyclops (2000) #4,4,2001-03-10T00:00:00-0500,X-Men: Search for Cyclops (2000 - 2001),6691,2.99
7726,Captain America (1968) #345,345,1988-09-10T00:00:00-0400,Captain America (1968 - 1996),1996,0
33155,Steve Rogers: Super-Soldier (Hardcover),0,2011-01-19T00:00:00-0500,Steve Rogers: Super-Soldier (2011),10460,19.99
1601,Elektra: The Movie (Trade Paperback),0,2005-01-05T00:00:00-0500,Elektra: The Movie (2005),1451,9.99
49582,Loki: Agent of Asgard (2014) #1 (Cho Variant),1,2014-02-05T00:00:00-0500,Loki: Agent of Asgard (2014 - Present),18340,2.99
24158,Ghost Rider (2006) #35,35,2009-05-28T00:00:00-0400,Ghost Rider (2006 - 2009),1104,2.99
39319,Astonishing X-Men (2004) #43,43,2011-10-26T00:00:00-0400,Astonishing X-Men (2004 - Present),744,3.99
38088,Spider-Man: With Great Power Comes Great Responsibility (2010) #5,5,2011-08-03T00:00:00-0400,Spider-Man: With Great Power Comes Great Responsibility (2010 - 2011),13532,3.99
40071,X-Men: The Hidden Years Vol. 1 TPB (Trade Paperback),1,2012-04-18T00:00:00-0400,X-Men: The Hidden Years Vol. 1 TPB (2011 - Present),14871,34.99
16475,Captain America (2004) #30,30,2007-09-19T00:00:00-0400,Captain America (2004 - 2011),832,2.99
21180,Wolverine (2003) #65,65,2008-05-14T00:00:00-0400,Wolverine (2003 - 2009),632,2.99
14224,Wolverine (1988) #99,99,1996-03-10T00:00:00-0500,Wolverine (1988 - 2003),2262,0
20728,Marvel Adventures Iron Man Vol. 2: Iron Armory (Digest),0,2008-02-06T00:00:00-0500,Marvel Adventures Iron Man Vol. 2: Iron Armory (2008),3871,7.99
41174,Scarlet Spider (2011) #5,5,2012-05-09T00:00:00-0400,Scarlet Spider (2011 - 2012),15298,2.99
10926,Spider-Man's Tangled Web (2001) #7,7,2001-12-01T00:00:00-0500,Spider-Man's Tangled Web (2001 - 2003),2071,0
33986,Astonishing Spider-Man/Wolverine (Hardcover),1,2011-07-27T00:00:00-0400,Astonishing Spider-Man/Wolverine (2010 - Present),11110,24.99
12822,Captain America (2002) #14,14,-0001-11-30T00:00:00-0500,Captain America (2002 - 2004),485,0
41041,X-FORCE: PHALANX COVENANT PREMIERE HC (Hardcover),0,2013-08-14T00:00:00-0400,X-FORCE: PHALANX COVENANT PREMIERE HC (2011 - Present),15243,39.99
32567,Vengeance of the Moon Knight (2009) #7,7,2010-04-07T00:00:00-0400,Vengeance of the Moon Knight (2009 - 2010),8577,2.99
20820,Uncanny X-Men (1963) #496,496,2008-03-05T00:00:00-0500,Uncanny X-Men (1963 - 2011),2258,2.99
7039,Avengers (1963) #178,178,1978-12-10T00:00:00-0500,Avengers (1963 - 1996),1991,0.35
24233,Dark Reign: Hawkeye (2009) #2,2,2009-05-13T00:00:00-0400,Dark Reign: Hawkeye (2009 - 2010),7208,3.99
1468,Thor: Son of Asgard (2004) #11,11,2004-12-08T00:00:00-0500,Thor: Son of Asgard (2004 - 2005),680,2.99
24052,Captain America Theater of War: A Brother in Arms (2009) #1,1,2009-04-29T00:00:00-0400,Captain America Theater of War: A Brother in Arms (2009),7230,3.99
47403,Hawkeye (2012) #2 (Aja 4th Printing Variant),2,2013-02-06T00:00:00-0500,Hawkeye (2012 - Present),16309,2.99
14699,"Peter Parker, the Spectacular Spider-Man (1976) #240",240,1996-11-10T00:00:00-0500,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,1.5
19776,Marvel Preview (1977) #4,4,1976-01-10T00:00:00-0500,Marvel Preview (1977 - 1981),3718,1
17202,Spider-Man 3: The Black (2007) #1,1,-0001-11-30T00:00:00-0500,Spider-Man 3: The Black (2007),2990,0
9722,Journey Into Mystery (1952) #31,31,1956-02-10T00:00:00-0500,Journey Into Mystery (1952 - 1966),2032,0.1
9943,Love Romances (1949) #48,48,-0001-11-30T00:00:00-0500,Love Romances (1949 - 1961),2034,0
40594,Incredible Hulk (2011) #12,12,2012-08-08T00:00:00-0400,Incredible Hulk (2011 - 2012),14876,3.99
8826,Human Torch (2003) #6,6,-0001-11-30T00:00:00-0500,Human Torch (2003 - 2004),2018,0
40037,Captain America and Hawkeye (2011) #620 (Bagley Variant),620,2011-07-27T00:00:00-0400,Captain America and Hawkeye (2011 - 2012),12105,2.99
22900,Punisher War Journal (2006) #26,26,2008-12-31T00:00:00-0500,Punisher War Journal (2006 - 2009),1112,2.99
22429,Sky Doll Vol. 1 Premiere (Hardcover),0,2008-10-22T00:00:00-0400,Sky Doll Vol. 1 Premiere (2008),6052,24.99
1325,Thor Vol. 6: Gods & Men (Trade Paperback),0,2004-08-04T00:00:00-0400,Thor Vol. 6: Gods & Men (2004),1295,9.99
17328,Ultimate Spider-Man: Venom Premiere (Hardcover),0,2007-12-12T00:00:00-0500,Ultimate Spider-Man: Venom Premiere (2007),3130,9.99
4782,Ultimate X-Men Annual (2005) #2,2,2006-08-30T00:00:00-0400,Ultimate X-Men Annual (2005 - 2006),1055,3.99
30362,Daffodil (2010) #3,3,2010-03-03T00:00:00-0500,Daffodil (2010),8268,5.99
31494,Fantastic Four by Jonathan Hickman Vol. 1 (Hardcover),0,2010-02-24T00:00:00-0500,Fantastic Four by Jonathan Hickman Vol. 1 (2010 - Present),9267,19.99
12217,X-Factor (1986) #138,138,1997-10-01T00:00:00-0400,X-Factor (1986 - 1998),2098,0
37459,Ultimate Comics Spider-Man (2009) #153,153,2011-02-09T00:00:00-0500,Ultimate Comics Spider-Man (2009 - 2012),8509,3.99
50057,Thor: God of Thunder (2012) #20 (Klein Variant),20,2014-03-19T00:00:00-0400,Thor: God of Thunder (2012 - Present),16729,3.99
29281,Deadpool: Wade Wilson's War (2010) #4,4,2010-09-01T00:00:00-0400,Deadpool: Wade Wilson's War (2010),9889,3.99
12505,Uncanny X-Men (1963) #55,55,1969-04-10T00:00:00-0500,Uncanny X-Men (1963 - 2011),2258,0.12
16342,Tales of Suspsnse Transport (1959) #10,10,1960-07-10T00:00:00-0400,Tales of Suspsnse Transport (1959 - 1968),2725,0.1
21040,Young X-Men (2008) #1 (SILVESTRI VARIANT),1,2008-04-02T00:00:00-0400,Young X-Men (2008 - Present),4443,2.99
14591,"Peter Parker, the Spectacular Spider-Man (1976) #143",143,1988-10-10T00:00:00-0400,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,1
19678,Marvel Team-Up (1972) #57,57,1977-05-10T00:00:00-0400,Marvel Team-Up (1972 - 1985),3716,0.3
49408,Kick-Ass 3 (2013) #6 (Yu Variant),6,2014-02-12T00:00:00-0500,Kick-Ass 3 (2013 - Present),17946,4.99
8309,Daredevil (1963) #311,311,1992-12-10T00:00:00-0500,Daredevil (1963 - 1998),2002,1.25
36697,Iron Man by Design (2010) #1,1,2010-10-13T00:00:00-0400,Iron Man by Design (2010),13058,3.99
40160,Uncanny X-Men (2011) #11,11,2012-04-25T00:00:00-0400,Uncanny X-Men (2011 - 2012),14914,3.99
19974,Invaders (1975) #14,14,1977-03-10T00:00:00-0500,Invaders (1975 - 1979),3726,0.3
3101,Nick Fury's Howling Commandos (2005) #1 (Director's Cut),1,2005-11-23T00:00:00-0500,Nick Fury's Howling Commandos (2005 - 2006),957,3.99
3365,X-Men/Black Panther (Trade Paperback),0,2006-01-25T00:00:00-0500,X-Men/Black Panther (2006),1510,9.99
20012,Infinity Abyss (2002) #3,3,2002-09-10T00:00:00-0400,Infinity Abyss (2002),3727,0
27653,Incredible Hulks (2009) #608,608,2010-03-17T00:00:00-0400,Incredible Hulks (2009 - 2011),8842,3.99
12819,Captain America (2002) #11,11,-0001-11-30T00:00:00-0500,Captain America (2002 - 2004),485,0
17521,Avengers (1998) #38,38,2001-03-10T00:00:00-0500,Avengers (1998 - 2004),354,0
17967,X-Force (1991) #121,121,2001-12-01T00:00:00-0500,X-Force (1991 - 2004),3633,0
21295,X-Men: The Complete Onslaught Epic Book 2 (Trade Paperback),0,2008-05-29T00:00:00-0400,X-Men: The Complete Onslaught Epic Book 2 (2008),4919,9.99
9795,Journey Into Mystery (1952) #98,98,1963-11-10T00:00:00-0500,Journey Into Mystery (1952 - 1966),2032,0
6910,Amazing Spider-Man (1963) #88,88,1970-09-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,0.15
48828,Superior Spider-Man Team-Up (2013) #8,8,2013-12-18T00:00:00-0500,Superior Spider-Man Team-Up (2013 - Present),18102,3.99
34098,Hulk (2008) #20 (2ND PRINTING VARIANT),20,2010-04-28T00:00:00-0400,Hulk (2008 - 2012),3374,3.99
12223,X-Factor (1986) #143,143,1998-03-01T00:00:00-0500,X-Factor (1986 - 1998),2098,0
20942,Ultimate Spider-Man Spanish Collection (Trade Paperback),0,2008-03-26T00:00:00-0400,Ultimate Spider-Man Spanish Collection (2008),4055,9.99
13766,Uncanny X-Men (1963) #225,225,1988-01-10T00:00:00-0500,Uncanny X-Men (1963 - 2011),2258,0
5877,Ultimate Power (2006) #1,1,2007-01-17T00:00:00-0500,Ultimate Power (2006 - 2008),1124,3.99
6516,Amazing Spider-Man (1963) #13,13,1964-06-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,0.12
9365,Iron Man (1968) #133,133,1980-04-10T00:00:00-0500,Iron Man (1968 - 1996),2029,0.4
27549,Avengers: The Initiative (2007) #32,32,2010-01-27T00:00:00-0500,Avengers: The Initiative (2007 - 2010),1945,2.99
23485,Warlock Chronicles (1993) #3,3,1993-09-10T00:00:00-0400,Warlock Chronicles (1993 - 1994),6686,0
23143,Lords of Avalon: Knight of Darkness (2008) #3,3,2009-01-14T00:00:00-0500,Lords of Avalon: Knight of Darkness (2008 - 2009),6163,3.99
22562,Avengers: The Initiative Special (2008) #1,1,2008-11-05T00:00:00-0500,Avengers: The Initiative Special (2008),6188,3.99
2360,Marvel Adventures Fantastic Four (2005) #3,3,2005-08-17T00:00:00-0400,Marvel Adventures Fantastic Four (2005 - 2009),926,2.5
29355,Dark X-Men (Hardcover),0,2010-05-05T00:00:00-0400,Dark X-Men (2010),9424,19.99
16944,Rawhide Kid (1960) #117,117,-0001-11-30T00:00:00-0500,Rawhide Kid (1960 - 1979),2988,0
41172,Scarlet Spider (2011) #1,1,2012-01-11T00:00:00-0500,Scarlet Spider (2011 - 2012),15298,3.99
46323,Morbius: The Living Vampire (2013) #3,3,2013-03-27T00:00:00-0400,Morbius: The Living Vampire (2013 - Present),17501,2.99
7914,Captain America Comics (1941) #69,69,1948-11-10T00:00:00-0500,Captain America Comics (1941 - 1950),1998,0.1
11720,Thor (1966) #392,392,1988-06-10T00:00:00-0400,Thor (1966 - 1996),2083,0.75
20918,Marvel Illustrated: Last of the Mohicans Premiere (Hardcover),0,2008-03-12T00:00:00-0400,Marvel Illustrated: Last of the Mohicans Premiere (2007 - 2008),4030,9.99
23376,Nova (1976) #21,21,1978-09-10T00:00:00-0400,Nova (1976 - 2010),6679,0.35
36916,Dorothy & the Wizard in Oz (2010) #7,7,2012-05-23T00:00:00-0400,Dorothy & the Wizard in Oz (2010 - 2012),13172,3.99
40022,Wolverine & Captain America (Trade Paperback),1,2012-02-22T00:00:00-0500,Wolverine & Captain America (2011 - Present),14841,14.99
10509,Peter Parker: Spider-Man (1999) #77,77,1997-02-10T00:00:00-0500,Peter Parker: Spider-Man (1999 - 2003),2060,1.95
24947,Deadpool (2008) #13,13,2009-08-12T00:00:00-0400,Deadpool (2008 - 2012),5701,2.99
20928,Spider-Man: Reign (Trade Paperback),0,2008-03-19T00:00:00-0400,Spider-Man: Reign (2008),4041,9.99
1827,X-Men: The End - Heroes and Martyrs (2005) #2,2,2005-04-13T00:00:00-0400,X-Men: The End - Heroes and Martyrs (2005),738,2.99
2364,Arana: The Heart of the Spider (2005) #8,8,2005-09-07T00:00:00-0400,Arana: The Heart of the Spider (2005),853,2.99
21097,Howard the Duck (1976) #10,10,1977-03-10T00:00:00-0500,Howard the Duck (1976 - 1979),4767,0.3
40972,X-Men (2010) #16 (Ff Anniversary Variant),16,2011-08-24T00:00:00-0400,X-Men (2010 - 2013),9906,3.99
40462,Ultimate Comics X-Men (2010) #15,15,2012-08-29T00:00:00-0400,Ultimate Comics X-Men (2010 - Present),13108,3.99
7551,Captain America (1968) #170,170,1974-02-10T00:00:00-0400,Captain America (1968 - 1996),1996,0.2
6510,Amazing Spider-Man (1963) #124,124,1973-09-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,0.2
7560,Captain America (1968) #179,179,1974-11-10T00:00:00-0500,Captain America (1968 - 1996),1996,0.25
15991,Wyrms (2007) #6,6,2007-12-05T00:00:00-0500,Wyrms (2007),1875,2.99
20284,Defenders (1972) #119,119,1983-05-10T00:00:00-0400,Defenders (1972 - 1986),3743,0.6
6096,Runaways Saga (2007) #1,1,2007-03-21T00:00:00-0400,Runaways Saga (2007),1874,3.99
28889,Official Handbook of the Marvel Universe a to Z Vol. 14 (Hardcover),0,2010-06-03T00:00:00-0400,Official Handbook of the Marvel Universe a to Z Vol. 14 (2010 - Present),8851,24.99
14297,X-Men (1991) #113,113,2001-06-01T00:00:00-0400,X-Men (1991 - 2001),2265,0
11177,Strange Tales (1951) #93,93,1962-02-10T00:00:00-0500,Strange Tales (1951 - 1968),2076,0.12
38758,Daredevil: End of Days (2012) #3,3,2012-12-05T00:00:00-0500,Daredevil: End of Days (2012 - 2013),13944,3.99
49333,Painkiller Jane: The Price of Freedom (2013) #1 (Johnson Variant),1,2013-11-06T00:00:00-0500,Painkiller Jane: The Price of Freedom (2013 - Present),18265,3.99
12487,Uncanny X-Men (1963) #39,39,1967-12-10T00:00:00-0500,Uncanny X-Men (1963 - 2011),2258,0
11802,Thor (1966) #474,474,1994-05-10T00:00:00-0400,Thor (1966 - 1996),2083,1.5
11309,Tales of Suspense (1959) #65,65,1965-05-10T00:00:00-0400,Tales of Suspense (1959 - 1968),2079,0.12
1090,Wolverine Vol. II (Trade Paperback),0,1999-11-30T00:00:00-0500,Wolverine Vol. II (1999),150,9.99
18434,Warlock and the Infinity Watch (1992) #29,29,1994-06-10T00:00:00-0400,Warlock and the Infinity Watch (1992 - 1995),3654,0
16987,Rawhide Kid (1960) #25,25,1961-12-10T00:00:00-0500,Rawhide Kid (1960 - 1979),2988,0
37895,Amazing Spider-Man (1999) #2,2,1999-02-03T00:00:00-0500,Amazing Spider-Man (1999 - 2013),454,0
17658,Penance: Relentless (2007) #5,5,2008-03-05T00:00:00-0500,Penance: Relentless (2007),2912,2.99
39398,X-MEN: FALLEN ANGELS PREMIERE HC (DM VARIANT) (Hardcover),1,2011-08-03T00:00:00-0400,X-MEN: FALLEN ANGELS PREMIERE HC (DM VARIANT) (2011 - Present),14353,29.99
12765,Alpha Flight (1983) #98,98,1991-07-10T00:00:00-0400,Alpha Flight (1983 - 1994),2116,1.5
23877,Ms. Marvel Vol. 5: Secret Invasion (Trade Paperback),0,2009-03-25T00:00:00-0400,Ms. Marvel Vol. 5: Secret Invasion (2009 - Present),7041,14.99
1913,Spider-Man: Breakout (2005) #1,1,2005-04-20T00:00:00-0400,Spider-Man: Breakout (2005),913,2.99
20862,Punisher War Journal (2006) #17,17,2008-03-12T00:00:00-0400,Punisher War Journal (2006 - 2009),1112,2.99
27469,Punisher (2008) #8,8,2009-08-19T00:00:00-0400,Punisher (2008 - 2010),6601,2.99
6010,Captain America (2004) #25,25,2007-03-07T00:00:00-0500,Captain America (2004 - 2011),832,3.99
22071,Iron Man: Legacy of Doom Premiere (Hardcover),0,2008-09-24T00:00:00-0400,Iron Man: Legacy of Doom Premiere (2008),5790,19.99
10885,Spider-Man 2099 (1992) #28,28,1995-02-10T00:00:00-0500,Spider-Man 2099 (1992 - 1996),2070,1.5
5272,Marvel Heroes Flip Magazine (2005) #17,17,2006-10-04T00:00:00-0400,Marvel Heroes Flip Magazine (2005 - 2007),930,4.99
13769,Uncanny X-Men (1963) #228,228,1988-04-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0.75
47434,Guardians of the Galaxy (2013) #1 (Midtown Variant),1,2013-03-27T00:00:00-0400,Guardians of the Galaxy (2013 - Present),16410,3.99
21357,Amazing Spider-Girl (2006) #21,21,2008-06-11T00:00:00-0400,Amazing Spider-Girl (2006 - 2009),1126,2.99
7311,Avengers (1963) #60,60,1969-01-10T00:00:00-0500,Avengers (1963 - 1996),1991,0.12
40174,Daredevil (2011) #1 (Romita Sr. Variant),1,2011-07-20T00:00:00-0400,Daredevil (2011 - 2014),12916,3.99
28757,Avengers: World Trust (Hardcover),0,2010-01-27T00:00:00-0500,Avengers: World Trust (2010 - Present),9199,24.99
19943,Iron Man (1998) #67,67,2003-06-01T00:00:00-0400,Iron Man (1998 - 2004),2572,0
28088,Indomitable Iron Man Black and White (2010) #1,1,2010-02-03T00:00:00-0500,Indomitable Iron Man Black and White (2010),9062,3.99
21891,The Order (2007) #1 (50/50 Variant),1,2007-07-18T00:00:00-0400,The Order (2007 - 2008),2537,2.99
15448,Marvel Super-Heroes (1967) #37,37,1973-07-10T00:00:00-0400,Marvel Super-Heroes (1967 - 1982),2300,0.2
15165,Silver Surfer (1987) #30,30,1989-11-20T00:00:00-0500,Silver Surfer (1987 - 1998),2288,1
24971,Deathlok (2009) #4,4,2010-02-17T00:00:00-0500,Deathlok (2009 - 2010),7721,3.99
16937,Rawhide Kid (1960) #110,110,1973-04-10T00:00:00-0500,Rawhide Kid (1960 - 1979),2988,0
47998,DAREDEVIL BY FRANK MILLER & KLAUS JANSON OMNIBUS HC (NEW PRINTING) (Hardcover),0,2013-11-06T00:00:00-0500,DAREDEVIL BY FRANK MILLER & KLAUS JANSON OMNIBUS HC (NEW PRINTING) (2013),18139,99.99
12686,Alpha Flight (1983) #26,26,1985-09-10T00:00:00-0400,Alpha Flight (1983 - 1994),2116,0.65
40357,Avengers 1959 (2011) #3,3,2011-11-02T00:00:00-0400,Avengers 1959 (2011 - 2012),14985,2.99
3180,What If? (2005) #6,6,2005-12-28T00:00:00-0500,What If? (2005),946,2.99
10717,Sgt. Fury and His Howling Commandos (1963) #57,57,1968-08-10T00:00:00-0400,Sgt. Fury and His Howling Commandos (1963 - 1974),2067,0
8995,Incredible Hulk (1962) #184,184,1975-02-10T00:00:00-0500,Incredible Hulk (1962 - 1999),2021,0.25
6707,Amazing Spider-Man (1963) #301,301,1988-06-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,1
8702,Fantastic Four Annual (1963) #23,23,1990-01-23T00:00:00-0500,Fantastic Four Annual (1963 - 1994),2012,0
49871,New Avengers (2013) #13 (Deodato Variant),13,2013-12-31T00:00:00-0500,New Avengers (2013 - Present),16451,3.99
15221,Silver Surfer (1987) #81,81,1993-06-10T00:00:00-0400,Silver Surfer (1987 - 1998),2288,1.25
40782,Thunderbolts (2006) #169,169,2012-01-18T00:00:00-0500,Thunderbolts (2006 - 2012),18527,2.99
29976,Astonishing X-Men (2004) #32 (SHS VARIANT),32,2009-11-04T00:00:00-0500,Astonishing X-Men (2004 - Present),744,3.99
3486,X-Factor (2005) #4,4,2006-03-01T00:00:00-0500,X-Factor (2005 - Present),1035,2.99
11028,Strange Tales (1951) #11,11,1952-10-10T00:00:00-0500,Strange Tales (1951 - 1968),2076,0.1
15139,Silver Surfer (1987) #139,139,1998-05-10T00:00:00-0400,Silver Surfer (1987 - 1998),2288,0
24573,Avengers: The Initiative (2007) #25,25,2009-06-24T00:00:00-0400,Avengers: The Initiative (2007 - 2010),1945,2.99
17813,Avengers West Coast (1985) #71,71,1991-06-10T00:00:00-0400,Avengers West Coast (1985 - 1994),3623,1
39559,Marvel Masterworks: The Incredible Hulk (Hardcover),1,2011-10-12T00:00:00-0400,Marvel Masterworks: The Incredible Hulk (2011 - Present),14514,59.99
22963,What If? (2008) #2,2,2008-12-31T00:00:00-0500,What If? (2008),6376,3.99
