ID,status,sex, real_name, current_alias, image
1009225,Neutral,Man, George Stacy ,Captain Stacy,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c00407752be2/portrait_incredible.jpg
1011027,Heroes,Man, Captain Universe , Captain Universe,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c00324c12ba2/portrait_incredible.jpg
1011052,Heroes,Man, Elias Eli Wirtham ,Cardiac,http://i.annihil.us/u/prod/marvel/i/mg/2/70/4c003117e0b75/portrait_incredible.jpg
1010143,Neutral,Man,Unknown ,Caretaker,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009226,Villains,Woman, Joanna Cargill ,Frenzy,http://i.annihil.us/u/prod/marvel/i/mg/f/50/4c0040744c205/portrait_incredible.jpg
1011258,Neutral,Woman, Carlie Cooper , Carlie Cooper,http://vignette1.wikia.nocookie.net/marveldatabase/images/6/60/Carlie_Cooper.png
1009688,Villains,Woman, Carmella Unuscione ,Unuscione,http://vignette2.wikia.nocookie.net/marveldatabase/images/e/e5/Carmella_Unuscione_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_298.png
1009227,Villains,Man, Cletus Kasady ,Carnage,http://i.annihil.us/u/prod/marvel/i/mg/6/50/535fee423f170/portrait_incredible.jpg
1009261,Neutral,Man,Carol Danvers (Earth-616), Ms. Marvel,http://vignette3.wikia.nocookie.net/marveldatabase/images/f/f2/Captain_Marvel_Vol_9_3_McKelvie_Variant_Textless.jpg
1009344,Neutral,Man, Carol Hines , Carol Hines,http://vignette2.wikia.nocookie.net/marveldatabase/images/5/50/Carol_Hines_%28Earth-616%29.jpg
1009478,Villains,Woman, Cassandra Nova Xavier ,Cassandra Nova,http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c003d0f3c80c/portrait_incredible.jpg
1009230,Villains,Woman,Unknown ,Catseye,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/portrait_incredible.jpg
1009536,Neutral,Woman, Cecilia Cel Reyes ,Dr. Cecilia Reyes,http://vignette4.wikia.nocookie.net/marveldatabase/images/e/ef/Cecilia_Reyes_%28Earth-616%29_003.jpg
1011039,Heroes,Man, Rutherford Rudy B. Princeton III ,Centennial,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00323b6ac57/portrait_incredible.jpg
1011141,Neutral,Woman, Cerise ,Cerise,http://vignette3.wikia.nocookie.net/marveldatabase/images/8/83/Cerise_OHOTMU_A-Z_02.jpg
1009232,Neutral,Man, Ch'od , Ch'od,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4ce59f2dcd04d/portrait_incredible.jpg
1009233,Heroes,Man, Jonothon Jono Evan Starsmore ,Chamber,http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c00406e4731b/portrait_incredible.jpg
1009234,Villains,Man, Dmitri Anatoly Nikolayevich Smerdyakov ,Chameleon,http://i.annihil.us/u/prod/marvel/i/mg/7/00/4ce59f390463f/portrait_incredible.jpg
1009733,Neutral,Man, Charles Francis Xavier ,Professor X,http://vignette4.wikia.nocookie.net/marveldatabase/images/0/0b/X-Men_Prelude_to_Schism_Vol_1_1_Textless.jpg
1010754,Heroes,Man, Chase Stein , Chase Stein,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4ce5a2e831d0c/portrait_incredible.jpg
1011359,Neutral,Man, Sophia Sanduval ,Chat,http://i.annihil.us/u/prod/marvel/i/mg/2/50/4ce5a6cd63eaf/portrait_incredible.jpg
1009239,Heroes,Woman, Clea Strange ,Clea,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c00406b55161/portrait_incredible.jpg
1010809,Heroes,Man, Clinton Francis Clint Barton ,Hawkeye,http://vignette4.wikia.nocookie.net/marveldatabase/images/7/7d/Civil_War_II_poster_007_Textless.jpg
1009241,Heroes,Man, Tyrone Johnson ,Cloak,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/528d31d76a2b0/portrait_incredible.jpg
1010823,Neutral,Woman, Abigail Abby Boylen ,Cloud 9,http://i.annihil.us/u/prod/marvel/i/mg/6/80/526955ef00db6/portrait_incredible.jpg
1011286,Villains,Man, Ralph Roberts ,Cobalt Man,http://vignette1.wikia.nocookie.net/marveldatabase/images/4/4c/Cobalt_Man_I_001.jpg
1010676,Heroes,Woman, Colleen Wing , Colleen Wing,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/52740e24bddb4/portrait_incredible.jpg
1010798,Neutral,Man, Steven Grant Rogers , Steven Grant Rogers,http://vignette2.wikia.nocookie.net/marveldatabase/images/9/9c/Steven_Rogers_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_7.jpg
1009243,Heroes,Man, Piotr Peter Nikolaievitch Rasputin ,Colossus,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/51127cf4b996f/portrait_incredible.jpg
1009245,Neutral,Man, Frank Payne ,Constrictor,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c004065a3a78/portrait_incredible.jpg
1011407,Heroes,Woman, Vera Vidal ,Contessa Vera Vidal,http://i.annihil.us/u/prod/marvel/i/mg/2/70/4c002e274342b/portrait_incredible.jpg
1010346,Villains,Man, Basil Sandhurst ,Controller,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c003923719ff/portrait_incredible.jpg
1009247,Heroes,Man, Christopher Summers ,Corsair,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c004062d89bd/portrait_incredible.jpg
1011353,Heroes,Man, Dog Logan , Dog Logan,http://vignette1.wikia.nocookie.net/marveldatabase/images/d/d7/Dog_Logan_%28Earth-616%29_from_Wolverine_and_the_X-Men_Vol_1_31_0001.png
1011362,Villains,Man, Burchell Clemens ,Cottonmouth,http://vignette4.wikia.nocookie.net/marveldatabase/images/9/95/Burchell_Clemens_%28Earth-616%29_from_Avengers_vs_X-Men_Vol_1_0.JPG
1009249,Villains,Man, Count Luchino Nefaria ,Count Nefaria,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/4c00405d04674/portrait_incredible.jpg
1011272,Heroes,Man, Rory Destine ,Crimson Crusader,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002ef0eb443/portrait_incredible.jpg
1009251,Villains,Man, Anton Vanko ,Crimson Dynamo,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/526955e3c7c41/portrait_incredible.jpg
1011169,Neutral,Man,Unknown ,Crimson King,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009252,Villains,Man, Brock Rumlow ,Crossbones,http://i.annihil.us/u/prod/marvel/i/mg/1/c0/4c00405a403c0/portrait_incredible.jpg
1009253,Neutral,Man,Unknown ,Crule,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009254,Neutral,Man, Joseph Hogan ,Crusher Hogan,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c004057a5bc6/portrait_incredible.jpg
1009255,Heroes,Woman, Crystalia Amaquelin ,Crystal,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/52695564bcf1e/portrait_incredible.jpg
1011268,Heroes,Woman, Jasmine Destine ,Cuckoo,http://vignette1.wikia.nocookie.net/marveldatabase/images/6/63/Jasmine_Destine_%28Earth-616%29.jpg
1009244,Neutral,Man, Curtis Connors ,Lizard,http://vignette3.wikia.nocookie.net/marveldatabase/images/8/85/Curtis_Connors_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_691_002.JPG
1009256,Villains,Man, Silas Burr ,Cyber,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/4c0040521bc06/portrait_incredible.jpg
1009257,Heroes,Man, Scott Summers ,Cyclops,http://i.annihil.us/u/prod/marvel/i/mg/6/70/526547e2d90ad/portrait_incredible.jpg
1011385,Heroes,Man, Douglas Doug Aaron Ramsey ,Cypher,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4ce5a70abf6fb/portrait_incredible.jpg
1011050,Neutral,Man, D'Ken Neramani ,Emperor D'Ken,http://vignette1.wikia.nocookie.net/marveldatabase/images/8/89/D%27Ken_001.jpg
1009258,Heroes,Woman, Tandy Bowen ,Dagger,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/528d31c9eac10/portrait_incredible.jpg
1010719,Heroes,Man, Daimon Hellstrom ,Hellstorm,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4ce5a2959ba25/portrait_incredible.jpg
1011001,Villains,Man, Akihiro ,Daken,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/520289a920fd9/portrait_incredible.jpg
1011333,Neutral,Man, Dakota North , Dakota North,http://i.annihil.us/u/prod/marvel/i/mg/7/d0/4ce5a6888f769/portrait_incredible.jpg
1009453,Heroes,Woman, Danielle Dani Moonstar , Danielle Dani Moonstar,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4ce5a0614487a/portrait_incredible.jpg
1010776,Heroes,Man, Daniel Thomas Rand-K'ai ,Iron Fist,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4c00374b1008a/portrait_incredible.jpg
1009262,Heroes,Man, Matthew Michael Murdock ,Daredevil,http://i.annihil.us/u/prod/marvel/i/mg/d/50/50febb79985ee/portrait_incredible.jpg
1009265,Neutral,Man, Phoenix Force , Phoenix Force,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59f6c7e332/portrait_incredible.jpg
1011020,Heroes,Man, Christopher Powell  ,Darkhawk,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5269553f4bc6a/portrait_incredible.jpg
1009266,Heroes,Woman, Laynia Sergeievna Petrovna (Krylova) ,Darkstar,http://i.annihil.us/u/prod/marvel/i/mg/d/20/4ce59f77ea6f1/portrait_incredible.jpg
1011016,Heroes,Man, Armando Muñoz ,Darwin,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003269b12a4/portrait_incredible.jpg
1009267,Heroes,Woman, Alison Ali Blaire ,Dazzler,http://i.annihil.us/u/prod/marvel/i/mg/6/10/4fe364b0a2177/portrait_incredible.jpg
1010341,Neutral,Man, Deacon Frost , Deacon Frost,http://vignette1.wikia.nocookie.net/marveldatabase/images/9/92/Deacon_Frost_%28Earth-616%29_0001.gif
1011087,Heroes,Man, Moonbeam (last name unknown) ,Dead Girl,http://i.annihil.us/u/prod/marvel/i/mg/5/20/4c0030c61eb15/portrait_incredible.jpg
1009268,Heroes,Man, Wade Winston Wilson ,Deadpool,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5261a86cacb99/portrait_incredible.jpg
1011022,Villains,Man,Unknown ,Super-Adaptoid,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c00325af279c/portrait_incredible.jpg
1009639,Villains,Man, Kl'rt , Kl'rt,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/5274138fe6deb/portrait_incredible.jpg
1011232,Heroes,Man, Michael Fields ,Supernaut,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c002f048e0b6/portrait_incredible.jpg
1011160,Villains,Man,Unknown ,Supreme Intelligence,http://i.annihil.us/u/prod/marvel/i/mg/b/40/52b0d1eb0ca73/portrait_incredible.jpg
1010695,Heroes,Woman, Noriko Ashida ,Surge,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/4c0038d51109f/portrait_incredible.jpg
1011075,Villains,Man, Fritz von Meyer ,Swarm,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4c0030df47ab2/portrait_incredible.jpg
1011017,Heroes,Woman, Suzanne Chan ,Sway,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003266ccbab/portrait_incredible.jpg
1009640,Neutral,Man, Devon Alomar ,Switch,http://vignette4.wikia.nocookie.net/marveldatabase/images/1/17/Devon_Alomar_%28Earth-616%29_from_X-Force_Vol_1_87.jpg
1009641,Heroes,Man, Jacques Duquesne ,Swordsman,http://i.annihil.us/u/prod/marvel/i/mg/a/40/535ff38904fff/portrait_incredible.jpg
1010982,Heroes,Man, Jacques Duquesne ,Swordsman,http://vignette2.wikia.nocookie.net/marveldatabase/images/9/96/Jacques_Duquesne_%28Earth-616%29.png
1009643,Heroes,Man, Everett Thomas , Everett Thomas,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708/portrait_incredible.jpg
1009644,Neutral,Man, T'Challa ,Black Panther,http://vignette2.wikia.nocookie.net/marveldatabase/images/f/f3/Black_Panther_Vol_6_1_Ross_Variant_Textless.jpg
1011042,Neutral,Man, Brian Cruz ,Tag,http://vignette4.wikia.nocookie.net/marveldatabase/images/1/16/Brian_Cruz_%28Earth-616%29_002.jpg
1009646,Neutral,Woman, Elizabeth Twoyoungmen ,Talisman,http://vignette4.wikia.nocookie.net/marveldatabase/images/6/6d/Elizabeth_Twoyoungmen_%28Earth-616%29_from_Amazing_X-Men_Vol_2_9_001.png
1010753,Heroes,Man, Chase Stein , Chase Stein,http://vignette4.wikia.nocookie.net/marveldatabase/images/f/f2/Chase_Stein_%28Earth-616%29_003.jpg
1011161,Villains,Man, Talos ,Talos the Tamer,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c002f3ec91c0/portrait_incredible.jpg
1010860,Heroes,Woman, Doreen Allene Green ,Squirrel Girl,http://i.annihil.us/u/prod/marvel/i/mg/8/60/4c0035beb0c55/portrait_incredible.jpg
1009618,Neutral,Man, Miranda Leevald ,Stacy X,http://vignette1.wikia.nocookie.net/marveldatabase/images/6/65/Miranda_Leevald_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_399.png
1010733,Heroes,Man, Peter Jason Quill , Peter Jason Quill,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/537bc55e8b1f5/portrait_incredible.jpg
1009621,Neutral,Man,Unknown ,Starbolt,http://i.annihil.us/u/prod/marvel/i/mg/e/70/4c003acf4e4bc/portrait_incredible.jpg
1010764,Villains,Woman, Lambda-Zero ,Stardust,http://vignette1.wikia.nocookie.net/marveldatabase/images/8/81/Lambda-Zero_%28Earth-616%29.jpg
1011084,Heroes,Man, Eros  ,Starfox,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0030cbcba98/portrait_incredible.jpg
1010828,Heroes,Woman, Cassandra Eleanor Cassie Lang ,Stinger,http://i.annihil.us/u/prod/marvel/i/mg/3/60/527413be6077d/portrait_incredible.jpg
1010889,Neutral,Man, Davos ,Steel Serpent,http://i.annihil.us/u/prod/marvel/i/mg/4/90/4ce5a3cacb3af/portrait_incredible.jpg
1011159,Heroes,Woman,Unknown ,Stellaris,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c002f4445ce5/portrait_incredible.jpg
1010901,Heroes,Man, Stephen Vincent Strange ,Doctor Strange,http://vignette3.wikia.nocookie.net/marveldatabase/images/3/3a/Doctor_Strange_Vol_4_1_Nowlan_Variant_Textless.jpg
1010326,Neutral,Man, Steven Grant Rogers , Steven Grant Rogers,http://vignette2.wikia.nocookie.net/marveldatabase/images/9/9c/Steven_Rogers_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_7.jpg
1009489,Neutral,Man, Benjamin Parker ,Uncle Ben,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003d00c8ed9/portrait_incredible.jpg
1011346,Heroes,Man, Ben Reilly ,Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/2/20/4ce5a6abaea69/portrait_incredible.jpg
1010782,Neutral,Man, Ben Urich , Ben Urich,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c00373d10e5e/portrait_incredible.jpg
1010829,Neutral,Man, Duc No Tranh ,Bengal,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5269523ee6c03/portrait_incredible.jpg
1009180,Heroes,Man, Beta Ray Bill (legally changed from Bill) ,Beta Ray Bill,http://i.annihil.us/u/prod/marvel/i/mg/3/90/52602f3e88d25/portrait_incredible.jpg
1010325,Neutral,Woman, Elizabeth Brant ,Betty Brant,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4c7c644f453fb/portrait_incredible.jpg
1009548,Neutral,Woman, Elizabeth Betty Ross Talbot Banner  ,Betty Ross,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a12071562/portrait_incredible.jpg
1011138,Neutral,Woman,Unknown ,Beyonder,http://i.annihil.us/u/prod/marvel/i/mg/7/10/528d31df87c49/portrait_incredible.jpg
1011296,Neutral,Man,Unknown ,Bi-Beast,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1010843,Heroes,Woman, Ashley Crawford ,Big Bertha,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c0035cfca8b6/portrait_incredible.jpg
1009181,Neutral,Man, Jackson Weele (legally changed from Axel Weele) ,Big Wheel,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c0040b26877d/portrait_incredible.jpg
1009184,Heroes,Man, Blackagar Boltagon ,Black Bolt,http://i.annihil.us/u/prod/marvel/i/mg/1/20/52696929dc721/portrait_incredible.jpg
1009185,Heroes,Woman, Felicia Hardy ,Black Cat,http://i.annihil.us/u/prod/marvel/i/mg/e/03/526952357d91c/portrait_incredible.jpg
1010859,Neutral,Man, Jesse Black Crow ,Black Crow,http://vignette4.wikia.nocookie.net/marveldatabase/images/e/e3/Black_crow.jpg
1009186,Heroes,Man, Sir Percy of Scandia ,Black Knight,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59ed1590a7/portrait_incredible.jpg
1009187,Heroes,Man, T'Challa ,Black Panther,http://i.annihil.us/u/prod/marvel/i/mg/6/60/5261a80a67e7d/portrait_incredible.jpg
1010356,Neutral,Man, Selene Gallio  ,Selene,http://vignette3.wikia.nocookie.net/marveldatabase/images/9/9a/X-Men_Vol_4_11_Selene.png
1010687,Villains,Man, Carlos LaMuerto ,Black Tarantula,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0038dfc1270/portrait_incredible.jpg
1009188,Villains,Man, Thomas Samuel Eamon Cassidy ,Black Tom Cassidy,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0040a736154/portrait_incredible.jpg
1009189,Heroes,Woman, Natalia Alianovna Romanova (Shostakova) ,Black Widow,http://i.annihil.us/u/prod/marvel/i/mg/f/30/50fecad1f395b/portrait_incredible.jpg
1009190,Villains,Man, Blackheart , Blackheart,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c0040a0ee5ba/portrait_incredible.jpg
1010881,Heroes,Man, Marco Scarlotti  ,Whiplash,http://vignette3.wikia.nocookie.net/marveldatabase/images/8/86/Whiplash_002.jpg
1011349,Neutral,Man, Marcus Mark Daniels ,Blackout,http://i.annihil.us/u/prod/marvel/i/mg/c/60/4ce5a6b641eb9/portrait_incredible.jpg
1009191,Heroes,Man, Eric Brooks ,Blade,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/523ca6f2b11e4/portrait_incredible.jpg
1009195,Villains,Man, Blastaar , Blastaar,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/52695222c22e0/portrait_incredible.jpg
1010830,Heroes,Man, Mark Anthony Todd ,Blazing Skull,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4ce5a37a830a3/portrait_incredible.jpg
1011291,Heroes,Woman, Ruth Aldine ,Blindfold,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4ce5a5f7cabea/portrait_incredible.jpg
1009197,Neutral,Woman, Clarice Ferguson ,Blink,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4ce59eeb38a9a/portrait_incredible.jpg
1009198,Heroes,Man, Donald Gill ,Blizzard,http://vignette1.wikia.nocookie.net/marveldatabase/images/f/f0/Donald_Gill_%28Earth-616%29_from_Infinity_Heist_Vol_1_3_001.jpg
1009199,Villains,Man, Frederick J. Dukes ,Blob,http://i.annihil.us/u/prod/marvel/i/mg/1/10/4c7c648178328/portrait_incredible.jpg
1009200,Villains,Man, Michael Baer ,Blockbuster,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0040969fa92/portrait_incredible.jpg
1009201,Neutral,Man,Unknown ,Blok,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1009202,Heroes,Man, Mickey Tork ,Bloke,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c00409415b3b/portrait_incredible.jpg
1011416,Neutral,Man, Louise Grant Mason ,Blonde Phantom,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a77360c30/portrait_incredible.jpg
1011073,Villains,Woman, Jackie Lukus ,Bloodaxe,http://vignette1.wikia.nocookie.net/marveldatabase/images/5/5b/Jackie_Lukus_%28Earth-616%29.jpg
1009203,Villains,Man,Unknown ,Bloodscream,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/4c7c647c3f069/portrait_incredible.jpg
1010850,Neutral,Man, Eric Conroy ,Bloodstrike,http://vignette2.wikia.nocookie.net/marveldatabase/images/6/60/Eric_Conroy_%28Earth-616%29.jpg
1011113,Neutral,Man, Roy Chambers ,Blue Blade,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/4ce5a4b76d1c0/portrait_incredible.jpg
1011339,Neutral,Man, Adam Bernard Brashear ,Blue Marvel,http://vignette1.wikia.nocookie.net/marveldatabase/images/1/17/Mighty_Avengers_Vol_2_10_Textless.jpg
1011264,Heroes,Man, Joseph Cartelli ,Blue Shield,http://vignette1.wikia.nocookie.net/marveldatabase/images/f/f1/Blueshield2.jpg
1011119,Neutral,Man, Bob (surname unknown) ,Bob,A cowardly young man Bob was persuaded into joining the criminal organization HYDRA and has had numerous encounters with Deadpool and other Marvel heroes.
1010366,Heroes,Woman, Tabitha Smith ,Boom-Boom,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a25d34245/portrait_incredible.jpg
1009205,Neutral,Man, Tabitha Smith ,Boom-Boom,http://vignette2.wikia.nocookie.net/marveldatabase/images/5/52/Tabitha_Smith_%28Earth-616%29_from_All-New_X-Men_Vol_1_40_001.jpg
1010371,Villains,Man, Frederick Myers  ,Boomerang,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c00390504a3b/portrait_incredible.jpg
1009206,Neutral,Man, Roger Bochs ,Box,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59ef63362d/portrait_incredible.jpg
1011090,Heroes,Man, Jericho Drumm ,Doctor Voodoo,http://vignette3.wikia.nocookie.net/marveldatabase/images/e/eb/Jericho_Drumm_%28Earth-616%29_from_Uncanny_Avengers_Vol_2_5_001.jpg
1009167,Heroes,Man, Robert Bruce Banner ,Hulk,http://vignette1.wikia.nocookie.net/marveldatabase/images/8/88/Robert_Bruce_Banner_%28Earth-616%29_from_Totally_Awesome_Hulk_Vol_1_1_002.jpg
1009210,Neutral,Man, Reed Richards ,Brute,http://vignette1.wikia.nocookie.net/marveldatabase/images/3/3e/Reed_Richards_%28Earth-616%29_from_Avengers_Vol_5_43_cover.jpg
1009211,Heroes,Man, James Buchanan Barnes ,Winter Soldier,http://i.annihil.us/u/prod/marvel/i/mg/d/03/4dc8478464008/portrait_incredible.jpg
1011038,Neutral,Man,Unknown ,Bug,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c00323e50dda/portrait_incredible.jpg
1010887,Villains,Man, Henry Camp ,Bulldozer,http://vignette3.wikia.nocookie.net/marveldatabase/images/1/1c/Henry_Camp_%28Earth-616%29_from_New_Avengers_Annual_Vol_1_2.jpg
1009212,Villains,Man, Lester (surname unknown) ,Bullseye,http://i.annihil.us/u/prod/marvel/i/mg/6/30/539a08f322fd1/portrait_incredible.jpg
1009213,Villains,Man, Carl Burbank ,Bushwacker,http://vignette3.wikia.nocookie.net/marveldatabase/images/5/52/Carl_Burbank_%28Earth-616%29_from_X-Force_Sex_and_Violence_Vol_1_1_001.png
1011101,Heroes,Woman,Unknown ,Butterfly,http://i.annihil.us/u/prod/marvel/i/mg/8/00/4c0030b5dbc50/portrait_incredible.jpg
1009214,Heroes,Man, Nathan Christopher Charles Summers ,Cable,http://i.annihil.us/u/prod/marvel/i/mg/3/90/526165df2b584/portrait_incredible.jpg
1011209,Heroes,Man, James Wa ,Calamity,http://vignette1.wikia.nocookie.net/marveldatabase/images/3/3e/James_Wa_%28Earth-616%29.jpg
1009216,Heroes,Man,Unknown ,Caliban,http://i.annihil.us/u/prod/marvel/i/mg/f/60/52bc8ac6e48db/portrait_incredible.jpg
1009217,Villains,Woman,Unknown ,Callisto,http://i.annihil.us/u/prod/marvel/i/mg/f/90/4c004082711b8/portrait_incredible.jpg
1009218,Neutral,Man, Calypso Ezili , Calypso Ezili,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59f17087ab/portrait_incredible.jpg
1011139,Neutral,Woman, Camille Benally ,Cammi,http://i.annihil.us/u/prod/marvel/i/mg/d/a0/4c00309587477/portrait_incredible.jpg
1009219,Heroes,Man, Samuel Sam Zachery Guthrie ,Cannonball,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c00407fb91b5/portrait_incredible.jpg
1011276,Heroes,Man, William Destine ,Cap'n Oz,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4c002ee7bf3f5/portrait_incredible.jpg
1009220,Heroes,Man, Steven Grant Rogers , Steven Grant Rogers,http://i.annihil.us/u/prod/marvel/i/mg/3/50/537ba56d31087/portrait_incredible.jpg
1017575,Neutral,Man, Samuel Thomas Wilson ,Captain America,http://i.annihil.us/u/prod/marvel/i/mg/c/80/545a84a75ddaf/portrait_incredible.jpg
1009223,Heroes,Man, Brian Braddock ,Captain Britain,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4dbf0e5d57226/portrait_incredible.jpg
1010351,Heroes,Woman, Patricia Walker ,Hellcat,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4d751d6b1bc7d/portrait_incredible.jpg
1010678,Heroes,Man, Julian Keller ,Hellion,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/4c0038ee5a898/portrait_incredible.jpg
1009341,Neutral,Man,Unknown ,Hemingway,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_incredible.jpg
1011371,Neutral,Man, Henry Peter Gyrich ,Henry Gyrich,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535fed9b1ae7f/portrait_incredible.jpg
1009342,Heroes,Woman, Unpronounceable ,Hepzibah,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003eda76ac7/portrait_incredible.jpg
1009343,Heroes,Man, Hercules ; (Birth name - Alcaeus) , Hercules,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/52052ebddfa53/portrait_incredible.jpg
1011274,Heroes,Man, Dominic Destine ,Hex,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4c002eeb6ed5e/portrait_incredible.jpg
1011300,Villains,Man, Herbert Edgar Wyndham ,High Evolutionary,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/5269583a77bd3/portrait_incredible.jpg
1010839,Heroes,Man, Carlton LaFroyge ,Hindsight,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c0035d60033c/portrait_incredible.jpg
1010703,Neutral,Man, Hiroim ,Hiroim the Oldstrong,http://i.annihil.us/u/prod/marvel/i/mg/9/60/528d341abd6d9/portrait_incredible.jpg
1009345,Neutral,Man, Burt Kenyon ,Hitman,http://vignette3.wikia.nocookie.net/marveldatabase/images/b/b0/Burt_Kenyon_%28Earth-616%29.jpg
1010930,Villains,Man, Jason Macendale,Hobgoblin,http://vignette3.wikia.nocookie.net/marveldatabase/images/b/ba/Hobgoblin_%28Macendale%29.jpg
1010931,Villains,Woman, Robin Borne ,Hobgoblin,http://i.annihil.us/u/prod/marvel/i/mg/d/40/4c00343625597/portrait_incredible.jpg
1009347,Villains,Man, Roderick Kingsley ,Hobgoblin,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4c003ed3cff99/portrait_incredible.jpg
